id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_flora_02_1,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_1,True,SecretGarden,3,30,1.0,none,,flora,3,idle
d_nikke_flora_02_2,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_2,True,,30,30,1.0,bgm_story_backtonormal,,,3,surprise
d_nikke_flora_02_3,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_3,True,,30,30,1.0,,,,3,delight
d_nikke_flora_02_4,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_4,True,,30,30,1.0,,,,3,idle
d_nikke_flora_02_5,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_5,True,,30,30,1.0,,,,3,surprise
d_nikke_flora_02_6,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_6,True,,30,30,1.0,,,,3,delight
d_nikke_flora_02_7,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_7,True,,30,30,1.0,,,,3,delight
d_nikke_flora_02_8,d_nikke_flora_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_flora_02_8,False,,black,black,1.0,,sfx_scn_knock,,3,delight
d_nikke_flora_02_9,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_9,True,,30,30,1.0,,,,3,surprise
d_nikke_flora_02_10,d_nikke_flora_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_flora_02_10,False,,15,150,1.0,,sfx_scn_doorlocklarge,,3,idle
d_nikke_flora_02_11,d_nikke_flora_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_flora_02_11,False,,150,15,1.0,,sfx_scn_autodooropen,,3,idle
d_nikke_flora_02_12,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_12,True,,15,3,1.5,,,,3,idle
d_nikke_flora_02_13,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_13,False,,3,3,1.0,,,,3,idle
d_nikke_flora_02_14,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_14,False,,3,3,1.0,,,,3,idle
d_nikke_flora_02_15,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_15,True,,3,3,1.0,,,,3,idle
d_nikke_flora_02_16,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_16,False,,13,130,1.0,,,,3,idle
d_nikke_flora_02_17,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_17,False,,130,3,1.0,,,,3,"expression_0,idle"
d_nikke_flora_02_18,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_18,False,,3,3,1.0,,,,3,delight
d_nikke_flora_02_19,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_19,True,,3,30,1.0,,,,3,delight
d_nikke_flora_02_20,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_20,True,,30,30,1.0,,,,3,delight
d_nikke_flora_02_21,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_21,False,,30,30,1.0,,,,3,delight
d_nikke_flora_02_22,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_22,True,,30,30,1.0,,,,3,delight
d_nikke_flora_02_23,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_23,True,,30,30,1.0,,,,3,idle
d_nikke_flora_02_24,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_24,True,,30,30,1.0,,,,3,idle
d_nikke_flora_02_25,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_25,False,,30,30,1.0,,,,3,idle
d_nikke_flora_02_26,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_26,False,,30,30,1.0,,,,3,idle
d_nikke_flora_02_27,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_27,True,,30,30,1.0,,,,3,surprise
d_nikke_flora_02_28,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_28,True,,30,30,1.0,,,,3,sad
d_nikke_flora_02_29,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_29,True,,30,30,1.0,,,,3,sad
d_nikke_flora_02_30,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_30,True,,30,30,1.0,,,,3,sad
d_nikke_flora_02_31,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_31,True,,30,30,1.0,,,,3,sad
d_nikke_flora_02_32,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_32,False,,30,30,1.0,,,,3,sad
d_nikke_flora_02_33,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_33,True,,30,30,1.0,,,,3,idle
d_nikke_flora_02_34,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_34,True,,30,3,1.0,,,,3,idle
d_nikke_flora_02_35,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_35,False,,17,170,1.0,,,,3,idle
d_nikke_flora_02_36,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_36,False,,170,170,1.0,,,,3,idle
