id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,jump_target
d_nikke_jackal_02_1,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_1,True,jackal,1,crazy,neon,3,idle,anis,5,sad,rapi,7,idle,CommanderRoom,1,S_100,0.2,bgm_story_herecomestrouble,,,
d_nikke_jackal_02_2,d_nikke_jackal_02,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_2,False,,1,crazy,,3,idle,,5,sad,,7,idle,,S_100,S_100,1.0,,sfx_scn_trip,Low_2,
d_nikke_jackal_02_3,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_3,False,,1,crazy,,3,idle,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_4,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_4,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_5,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_5,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,75,1.0,,,,
d_nikke_jackal_02_6,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_6,True,,1,crazy,,3,no,,5,sad,,7,idle,,75,75,1.0,,,,
d_nikke_jackal_02_7,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_7,True,,1,crazy,,3,no,,5,sad,,7,idle,,1,S_100,0.2,,,,
d_nikke_jackal_02_8,d_nikke_jackal_02,Narration,jackal,,Locale_NikkeEpisode:d_nikke_jackal_02_8,False,,1,crazy,,3,idle,,5,sad,,7,idle,,S_100,S_100,1.0,,sfx_scn_glassbreak,Low_2,
d_nikke_jackal_02_9,d_nikke_jackal_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_jackal_02_9,True,,1,crazy,,3,idle,,5,sad,,7,idle,,75,75,1.0,,,,
d_nikke_jackal_02_10,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_10,True,,1,crazy,,3,idle,,5,sad,,7,idle,,75,75,1.0,,,,
d_nikke_jackal_02_11,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_11,True,,1,crazy,,3,idle,,5,sad,,7,idle,,75,53,1.0,,,,
d_nikke_jackal_02_12,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_12,True,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_13,d_nikke_jackal_02,Self,neon,,Locale_NikkeEpisode:d_nikke_jackal_02_13,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_14,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_14,True,,1,crazy,,3,idle,,5,angry,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_15,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_15,True,,1,crazy,,3,idle,,5,angry,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_16,d_nikke_jackal_02,Self,anis,,Locale_NikkeEpisode:d_nikke_jackal_02_16,False,,1,crazy,,3,idle,,5,angry,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_17,d_nikke_jackal_02,Narration,anis,,Locale_NikkeEpisode:d_nikke_jackal_02_17,False,,1,crazy,,3,no,,5,angry,,7,idle,,53,53,1.0,,sfx_scn_glassbreak,Low_2,
d_nikke_jackal_02_18,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_18,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_19,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_19,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_20,d_nikke_jackal_02,Self,neon,,Locale_NikkeEpisode:d_nikke_jackal_02_20,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_21,d_nikke_jackal_02,Self,neon,,Locale_NikkeEpisode:d_nikke_jackal_02_21,False,,1,crazy,,3,no,,5,sad,,7,idle,,53,53,1.0,,,,
d_nikke_jackal_02_22,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_22,True,,1,crazy,,3,surprise,,5,void,,7,idle,,53,S_30,1.0,,,,
d_nikke_jackal_02_23,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_23,True,,1,crazy,,3,surprise,,5,void,,7,idle,,S_30,S_30,1.0,,,,
d_nikke_jackal_02_24,d_nikke_jackal_02,Narration,neon,,Locale_NikkeEpisode:d_nikke_jackal_02_24,False,,1,crazy,,3,idle,,5,void,,7,idle,,S_30,31,1.0,,,,
d_nikke_jackal_02_25,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_25,True,,1,crazy,,3,idle,,5,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_26,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_26,True,,1,idle,,3,idle,,5,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_27,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_27,True,,1,crazy,,3,idle,,5,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_28,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_28,True,,1,crazy,,3,idle,,5,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_29,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_29,True,,1,crazy,,3,idle,,5,void,,7,idle,,31,S_30,2.0,,,,
d_nikke_jackal_02_30,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_30,True,,1,think,,3,idle,,5,void,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_31,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_31,True,,1,think,,3,no,,5,void,,7,idle,,S_30,S_30,1.0,,,,
d_nikke_jackal_02_32,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_32,True,,1,think,,3,no,,5,void,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_33,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_33,True,,1,think,,3,no,,5,void,,7,idle,,S_10,S_100,2.0,,,,
d_nikke_jackal_02_34,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_34,True,,1,think,,3,delight,,5,void,,7,idle,,S_30,S_30,1.0,,,,
d_nikke_jackal_02_35,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_35,True,,1,think,,3,no,,5,void,,7,idle,,S_30,S_300,2.0,,,,
d_nikke_jackal_02_36,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_36,True,,1,think,,3,no,,5,void,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_jackal_02_37,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_37,False,,1,think,,3,no,,5,void,,7,idle,,S_10,31,1.0,,,,
d_nikke_jackal_02_38,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_38,True,,1,think,,3,no,,5,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_39,d_nikke_jackal_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_jackal_02_39,True,,1,think,,3,no,,5,void,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_40,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_40,True,,1,think,,3,no,,5,angry,,7,idle,,31,5,1.0,,,,
d_nikke_jackal_02_41,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_41,True,,1,think,,3,no,,5,angry,,7,idle,,5,5,1.0,,,,
d_nikke_jackal_02_42,d_nikke_jackal_02,Narration,anis,,Locale_NikkeEpisode:d_nikke_jackal_02_42,False,,1,think,,5,idle,,3,angry,,7,idle,,5,31,1.0,,,,
d_nikke_jackal_02_43,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_43,True,,1,think,,5,idle,,3,idle,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_44,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_44,True,,1,idle,,5,idle,,3,idle,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_45,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_45,True,,1,idle,,5,idle,,3,idle,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_46,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_46,True,,1,crazy,,5,idle,,3,idle,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_47,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_47,True,,1,crazy,,5,idle,,3,idle,,7,idle,,31,31,1.0,,,,
d_nikke_jackal_02_48,d_nikke_jackal_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_jackal_02_48,True,,1,crazy,,5,idle,,3,idle,,7,idle,,31,30,0.2,,,,
d_nikke_jackal_02_49,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_49,True,,1,crazy,,5,idle,,3,idle,,7,idle,,30,S_10,1.0,,,,
d_nikke_jackal_02_50,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_50,True,,1,crazy,,5,idle,,3,idle,,7,idle,,S_10,S_100,1.0,,,,
d_nikke_jackal_02_51,d_nikke_jackal_02,Speech,jackal,jackal,Locale_NikkeEpisode:d_nikke_jackal_02_51,True,,1,crazy,,5,idle,,3,idle,,7,idle,,S_100,S_100,1.0,,,,
