id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_anchor_innocentmaid_05_1,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_1,False,Pool_n,5,5,1.0,bgm_story_flipflop,,,,,,,,anchor_m,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_2,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_2,False,,5,5,1.0,,,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_3,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_3,False,,5,5,1.0,,,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_4,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_4,True,,5,1,1.5,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_5,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_5,False,,1,1,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_6,d_nikke_anchor_innocentmaid_05,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_6,False,,black,black,1.0,,anchor_m,,sfx_scn_waterdive,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_7,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_7,False,,black,black,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_8,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_8,False,,1,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_9,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_9,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_05_10,d_nikke_anchor_innocentmaid_05,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_10,False,,XS_10,XS_10,1.0,,anchor_m,,sfx_scn_waterwalk,,,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_05_11,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_11,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_05_12,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_12,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,shy,,,,,,,,,
d_nikke_anchor_innocentmaid_05_13,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_13,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,shy,,,,,,,,,
d_nikke_anchor_innocentmaid_05_14,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_14,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_15,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_15,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_16,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_16,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_17,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_17,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_18,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_18,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_19,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_19,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_20,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_20,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_21,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_21,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_22,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_22,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_23,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_23,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_24,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_24,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_25,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_25,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_26,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_26,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_27,d_nikke_anchor_innocentmaid_05,Narration,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_27,False,,XS_10,XS_10,1.0,,anchor_m,,sfx_scn_waterwalk,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_28,d_nikke_anchor_innocentmaid_05,Monologue,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_28,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_29,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_29,True,,XS_10,XS_10,1.0,,anchor_m,anchor_m,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_30,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_30,False,,XS_10,XS_10,1.0,,anchor_m,,,,,,,,1,idle,,,,,,,,,
d_nikke_anchor_innocentmaid_05_31,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_31,True,,XS_10,XS_100,1.0,,anchor_m,anchor_m,,,,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_05_32,d_nikke_anchor_innocentmaid_05,Self,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_32,False,,XS_100,XS_100,1.0,,anchor_m,,,,,,,,1,delight,,,,,,,,,
d_nikke_anchor_innocentmaid_05_33,d_nikke_anchor_innocentmaid_05,Speech,Locale_NikkeEpisode:d_nikke_anchor_innocentmaid_05_33,True,,XS_100,XS_100,1.0,,anchor_m,anchor_m,,,,,,,1,delight,,,,,,,,,
