id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_ade_agentbunny_01_1,d_nikke_ade_agentbunny_01,Narration,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_1,False,MaidCafe,15,15,1.0,sfx_scn_chimebell,bgm_story_orangepop,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_2,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_2,True,,15,XS_150,1.0,,,cocoa,cocoa,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_3,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_3,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_4,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_4,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_5,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_5,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_6,d_nikke_ade_agentbunny_01,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_6,False,,black,black,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_7,d_nikke_ade_agentbunny_01,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_7,False,,black,black,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_8,d_nikke_ade_agentbunny_01,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_8,False,,black,black,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_9,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_9,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_10,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_10,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_11,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_11,True,,XS_150,XS_150,1.0,,,cocoa,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_12,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_12,True,,XS_150,XS_150,1.0,,,cocoa,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_13,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_13,True,,XS_150,XS_150,1.0,,,cocoa,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_14,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_14,False,,XS_150,XS_150,1.0,,,,,15,serious,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_15,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_15,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_16,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_16,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_17,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_17,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_18,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_18,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_19,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_19,True,,XS_150,XS_150,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_20,d_nikke_ade_agentbunny_01,Self,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_20,False,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_21,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_21,True,,XS_150,15,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_22,d_nikke_ade_agentbunny_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_22,True,,15,15,1.0,,,cocoa,,15,idle,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_01_23,d_nikke_ade_agentbunny_01,Monologue,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_23,False,,15,2,1.0,,,,,15,idle,ade,3,idle,maleguest,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_24,d_nikke_ade_agentbunny_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_24,True,,2,2,1.0,,,maleguest,,15,idle,,3,idle,,1,idle,cocoa,,,,,,,,,,
d_nikke_ade_agentbunny_01_25,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_25,True,,2,2,1.0,,,ade,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_26,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_26,False,,2,2,1.0,,,,,,,,3,idle,,1,idle,,ade,,,,,,,,,
d_nikke_ade_agentbunny_01_27,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_27,False,,2,3,1.0,,,,,,,ade,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_28,d_nikke_ade_agentbunny_01,Narration,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_28,False,,3,30,0.5,sfx_scn_whooosh,,,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_29,d_nikke_ade_agentbunny_01,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_29,False,,30,30,1.0,,,,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_30,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_30,True,,30,2,1.0,,,ade,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_31,d_nikke_ade_agentbunny_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_31,True,,2,2,1.0,,,maleguest,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_32,d_nikke_ade_agentbunny_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_32,True,,2,2,1.0,,,maleguest,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_33,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_33,True,,2,2,1.0,,,ade,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_34,d_nikke_ade_agentbunny_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_34,True,,2,2,1.0,,,maleguest,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_35,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_35,True,,2,2,1.0,,,ade,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_36,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_36,True,,2,2,1.0,,,ade,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_37,d_nikke_ade_agentbunny_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_37,True,,2,2,1.0,,,maleguest,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_38,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_38,True,,2,2,1.0,,,ade,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_39,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_39,False,,2,30,1.2,,,,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_40,d_nikke_ade_agentbunny_01,Narration,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_40,False,,30,3,0.5,sfx_scn_blanketunfold,,,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_41,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_41,False,,3,2,1.0,,,,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_42,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_42,False,,2,2,1.0,,,,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_43,d_nikke_ade_agentbunny_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_43,True,,2,2,1.0,,,maleguest,,,,,3,idle,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_44,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_44,True,,2,2,1.0,,,ade,,,,,3,delight,,1,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_01_45,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_45,True,,2,2,1.0,,,ade,,,,,3,delight,,1,idle,,,femaleguest,5,idle,,,,,,
d_nikke_ade_agentbunny_01_46,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_46,True,,2,4,1.0,,,femaleguest,,,,,3,delight,,1,idle,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_47,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_47,True,,4,4,0.8,,,ade,,,,,3,idle,,1,idle,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_48,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_48,True,,4,4,1.0,,,ade,,,,,3,idle,,1,idle,,,,5,idle,maleguest,,,,,
d_nikke_ade_agentbunny_01_49,d_nikke_ade_agentbunny_01,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_49,True,,4,4,1.0,,,femaleguest,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_50,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_50,True,,4,4,1.0,,,ade,,,,,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_51,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_51,False,,4,4,1.0,,,,,,,,3,idle,,,,,ade,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_52,d_nikke_ade_agentbunny_01,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_52,False,,4,4,1.0,,,,,,,ade,3,idle,,,,,,,5,idle,,,,,,
d_nikke_ade_agentbunny_01_53,d_nikke_ade_agentbunny_01,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_01_53,True,,4,4,1.0,,,ade,,,,,3,idle,,,,,,,5,idle,,,,,,
