id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_frima_01_1,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_1,True,NikkeRoom,1,1,1.0,bgm_story_backtonormal,,frima,1,idle
treasurestory_frima_01_2,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_2,True,,1,1,1.0,,,,1,idle
treasurestory_frima_01_3,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_3,False,,1,1,1.0,,,,1,idle
treasurestory_frima_01_4,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_4,False,,1,1,1.0,,,,1,idle
treasurestory_frima_01_5,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_5,True,,1,1,1.0,,,,1,idle
treasurestory_frima_01_6,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_6,False,,1,1,1.0,,,,1,idle
treasurestory_frima_01_7,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_7,False,,1,1,1.0,,,,1,sleep_02
treasurestory_frima_01_8,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_8,False,,black,black,1.0,,,,1,sleep_02
treasurestory_frima_01_9,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_9,False,,black,black,1.0,,,,1,sleep_02
treasurestory_frima_01_10,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_10,False,,1,1,1.0,,,,1,sleep_02
treasurestory_frima_01_11,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_11,True,,1,10,1.0,,,,1,surprise
treasurestory_frima_01_12,treasurestory_frima_01,Speech,frima,frima,Locale_NikkeEpisode:treasurestory_frima_01_12,True,,10,10,1.0,,,,1,surprise
treasurestory_frima_01_13,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_13,False,,10,10,1.0,,,,1,surprise
treasurestory_frima_01_14,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_14,False,,10,10,1.0,,,,1,surprise
treasurestory_frima_01_15,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_15,False,,10,10,1.0,,,,1,surprise
treasurestory_frima_01_16,treasurestory_frima_01,Monologue,,,Locale_NikkeEpisode:treasurestory_frima_01_16,False,,10,10,1.0,,,,1,surprise
