id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/hide_char_id,characters/2/hide_char_id
d_nikke_ce_003_03_04_1,d_nikke_ce_003_03_04,Monologue,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_1,False,ce_003_03,1,no,skinnyman_02,13,idle,suspiciousman_02,15,idle,BuildingLobby,12,12,1.0,none,,,,,,,,
d_nikke_ce_003_03_04_2,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_2,True,,1,no,,13,idle,,15,idle,,12,12,1.0,bgm_story_armageddon,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_3,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_3,True,,1,no,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_4,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_4,True,,1,no,,13,idle,,15,idle,,12,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_5,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_5,True,,1,angry,,13,idle,,15,idle,,10,10,0.3,,ce_003_03,Low_2,,,,,,
d_nikke_ce_003_03_04_6,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_6,True,,1,angry,,13,idle,,15,idle,,13,13,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_7,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_7,True,,1,angry,,13,idle,,15,idle,,13,13,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_8,d_nikke_ce_003_03_04,Monologue,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_8,False,,1,no,,13,idle,,15,idle,,13,12,1.0,,,,,,,,,
d_nikke_ce_003_03_04_9,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_9,True,,1,no,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_10,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_10,True,,1,no,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_11,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_11,True,,1,no,,13,idle,,15,idle,,12,12,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_12,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_12,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_13,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_13,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_14,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_14,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_15,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_15,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_16,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_16,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_17,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_17,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_18,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_18,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,Low_2,sfx_scn_solidtablehit,,,,,
d_nikke_ce_003_03_04_19,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_19,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_20,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_20,True,,1,idle,,13,idle,,15,idle,,12,12,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_21,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_21,True,,1,special,,13,idle,,15,idle,,12,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_22,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_22,True,,1,special,,13,idle,,15,idle,,10,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_23,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_23,True,,1,special,,13,idle,,15,idle,,10,10,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_24,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_24,True,,1,no,,13,idle,,15,idle,,10,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_25,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_25,True,,1,no,,13,idle,,15,idle,,10,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_26,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_26,True,,1,no,,13,idle,,15,idle,,10,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_27,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_27,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,ce_003_03,,,,,,,
d_nikke_ce_003_03_04_28,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_28,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_29,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_29,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_30,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_30,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,skinnyman_02,,,,,,,
d_nikke_ce_003_03_04_31,d_nikke_ce_003_03_04,Monologue,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_31,False,,1,idle,,13,idle,,15,idle,,14,14,1.0,none,,,sfx_scn_runaway2,,,,,
d_nikke_ce_003_03_04_32,d_nikke_ce_003_03_04,Monologue,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_32,False,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,
d_nikke_ce_003_03_04_33,d_nikke_ce_003_03_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_33,True,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,bgm_blackgunsmoke,cocoa,,,cocoa,3,delight,,
d_nikke_ce_003_03_04_34,d_nikke_ce_003_03_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_34,True,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,cocoa,,,,3,delight,,
d_nikke_ce_003_03_04_35,d_nikke_ce_003_03_04,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_35,False,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,,,3,serious,,
d_nikke_ce_003_03_04_36,d_nikke_ce_003_03_04,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_36,False,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,,,sfx_scn_toolpasslight,,3,serious,,
d_nikke_ce_003_03_04_37,d_nikke_ce_003_03_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_37,True,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,cocoa,,sfx_scn_strawblow,,3,serious,,
d_nikke_ce_003_03_04_38,d_nikke_ce_003_03_04,Speech,suspiciousman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_38,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,suspiciousman_02,,sfx_scn_ballhit,,3,serious,,
d_nikke_ce_003_03_04_39,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_39,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,,skinnyman_02,,,,3,serious,,
d_nikke_ce_003_03_04_40,d_nikke_ce_003_03_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_40,True,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,cocoa,,,,3,serious,,
d_nikke_ce_003_03_04_41,d_nikke_ce_003_03_04,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_04_41,True,,1,idle,,13,idle,,15,idle,,XS_30,XS_30,1.0,,cocoa,,,,3,serious,,
d_nikke_ce_003_03_04_42,d_nikke_ce_003_03_04,Narration,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_42,False,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,Low_2,sfx_scn_down,,3,serious,suspiciousman_02,
d_nikke_ce_003_03_04_43,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_43,True,,1,idle,,13,idle,,,,,14,14,1.0,,suspiciousman_02,,,,3,serious,,
d_nikke_ce_003_03_04_44,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_44,True,,1,idle,,13,idle,,,,,14,12,1.0,,skinnyman_02,,,,3,serious,,
d_nikke_ce_003_03_04_45,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_45,True,,1,idle,,13,idle,,,,,12,12,1.0,,ce_003_03,,,,3,serious,,
d_nikke_ce_003_03_04_46,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_46,True,,1,idle,,13,idle,,,,,12,12,1.0,,skinnyman_02,,,,3,serious,,
d_nikke_ce_003_03_04_47,d_nikke_ce_003_03_04,Speech,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_04_47,True,,1,idle,,13,idle,,,,,12,10,1.0,,ce_003_03,,,,3,serious,,
d_nikke_ce_003_03_04_48,d_nikke_ce_003_03_04,Speech,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_48,True,,1,idle,,13,idle,,,,,10,10,1.0,,skinnyman_02,,,,3,serious,,
d_nikke_ce_003_03_04_49,d_nikke_ce_003_03_04,Narration,skinnyman_02,Locale_NikkeEpisode:d_nikke_ce_003_03_04_49,False,,1,idle,,13,idle,,,,,black,black,1.0,,,Low_2,sfx_scn_down,,3,serious,,skinnyman_02
