id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce004_03_01_1,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_1,True,ce004_03_s,12,idle,rei,2,no,Classroom,1,1,1.0,bgm_story_orangepop
d_nikke_ce004_03_01_2,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_2,True,,12,idle,,2,no,,1,1,1.0,
d_nikke_ce004_03_01_3,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_3,True,,12,idle,,2,no,,1,1,1.0,
d_nikke_ce004_03_01_4,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_4,True,,12,idle,,2,no,,1,1,1.0,
d_nikke_ce004_03_01_5,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_5,True,,12,idle,,2,no,,1,1,1.0,
d_nikke_ce004_03_01_6,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_6,True,,12,idle,,2,no,,1,1,1.0,
d_nikke_ce004_03_01_7,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_7,True,,12,delight,,2,no,,1,120,1.0,
d_nikke_ce004_03_01_8,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_8,True,,12,delight,,2,no,,120,120,1.0,
d_nikke_ce004_03_01_9,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_9,True,,12,delight,,2,no,,120,120,1.0,
d_nikke_ce004_03_01_10,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_10,True,,12,delight,,2,no,,120,120,1.0,
d_nikke_ce004_03_01_11,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_11,True,,12,delight,,2,no,,120,1200,1.0,
d_nikke_ce004_03_01_12,d_nikke_ce004_03_01,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_01_12,True,,12,delight,,2,no,,1200,1200,1.0,
d_nikke_ce004_03_01_13,d_nikke_ce004_03_01,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_01_13,True,,12,delight,,2,angry,,1200,1,1.0,
