id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
d_nikke_ce_003_01_03_1,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_1,True,ce_003_01,1,idle,soline,13,idle,MaidCafe,S_130,S_130,1.0,bgm_story_orangepop,,,,,,,,
d_nikke_ce_003_01_03_2,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_2,False,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_3,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_3,True,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_4,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_4,True,,1,idle,,13,angry,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_5,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_5,True,,1,surprise,,13,angry,,S_130,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_6,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_6,True,,1,surprise,,13,idle,,12,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_7,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_7,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_8,d_nikke_ce_003_01_03,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_8,False,,1,idle,,13,idle,,black,black,1.0,,sfx_scn_fillacup,,,,,,,
d_nikke_ce_003_01_03_9,d_nikke_ce_003_01_03,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_9,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,
d_nikke_ce_003_01_03_10,d_nikke_ce_003_01_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_10,False,,1,idle,,13,idle,,S_130,S_130,1.0,,sfx_scn_swallow,,,,,,,
d_nikke_ce_003_01_03_11,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_11,True,,1,idle,,13,surprise,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_12,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_12,True,,1,idle,,13,surprise,,S_10,S_10,1.0,,,,,,,,,
d_nikke_ce_003_01_03_13,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_13,True,,1,idle,,13,surprise,,S_10,S_10,1.0,,,,,,,,,
d_nikke_ce_003_01_03_14,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_14,True,,1,idle,,13,surprise,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_15,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_15,False,,1,idle,,13,surprise,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_16,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_16,True,,1,idle,,13,idle,,S_130,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_17,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_17,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_18,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_18,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_19,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_19,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_20,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_20,True,,1,surprise,,13,idle,,12,12,1.0,,,,,,,,,
d_nikke_ce_003_01_03_21,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_21,True,,1,surprise,,13,idle,,12,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_22,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_22,True,,1,surprise,,13,surprise,,S_130,S_130,1.0,,,,,,,,,
d_nikke_ce_003_01_03_23,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_23,True,,1,surprise,,13,surprise,,S_130,S_130,1.0,,,,,,,,,
