id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,set_filter_01,characters/0/hide_char_id
d_nikke_miranda_05_1,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_1,True,miranda,1,idle,poli,3,angry,Hospital,XS_30,XS_30,1.0,bgm_story_orangepop,,,
d_nikke_miranda_05_2,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_2,True,,1,idle,,3,angry,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_3,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_3,True,,1,idle,,3,angry,,XS_30,XS_300,0.5,,,,
d_nikke_miranda_05_4,d_nikke_miranda_05,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_05_4,False,,1,idle,,3,angry,,XS_300,XS_300,1.0,,,,
d_nikke_miranda_05_5,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_5,False,,1,idle,,3,angry,,XS_300,S_100,2.0,,,,
d_nikke_miranda_05_6,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_6,True,,1,idle,,3,angry,,S_100,2,1.0,,,,
d_nikke_miranda_05_7,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_7,True,,1,idle,,3,angry,,2,2,1.0,,,,
d_nikke_miranda_05_8,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_8,False,,1,idle,,3,angry,,2,2,1.0,,,,
d_nikke_miranda_05_9,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_9,True,,1,idle,,3,angry,,2,XS_30,0.5,,,,
d_nikke_miranda_05_10,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_10,True,,1,idle,,3,angry,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_11,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_11,True,,1,idle,,3,angry,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_12,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_12,True,,1,idle,,3,angry,,XS_30,XS_300,0.5,,,,
d_nikke_miranda_05_13,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_13,True,,1,idle,,3,angry,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_14,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_14,True,,1,idle,,3,angry,,XS_300,XS_300,1.0,,,,
d_nikke_miranda_05_15,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_15,True,,1,idle,,3,angry,,XS_300,XS_300,1.0,,,,
d_nikke_miranda_05_16,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_16,True,,1,idle,,3,angry,,XS_300,XS_300,1.0,,,,
d_nikke_miranda_05_17,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_17,True,,1,idle,,3,angry,,XS_300,XS_300,1.0,,,,
d_nikke_miranda_05_18,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_18,True,,1,idle,,3,angry,,XS_300,2,1.0,,,,
d_nikke_miranda_05_19,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_19,True,,1,idle,,3,angry,,2,2,1.0,,,,
d_nikke_miranda_05_20,d_nikke_miranda_05,Self,miranda,,Locale_NikkeEpisode:d_nikke_miranda_05_20,False,,1,idle,,3,angry,,2,2,1.0,,,,
d_nikke_miranda_05_21,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_21,True,,1,idle,,3,sad,,2,2,1.0,,,,
d_nikke_miranda_05_22,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_22,True,,1,idle,,3,idle,,2,XS_30,2.0,,,,
d_nikke_miranda_05_23,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_23,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_24,d_nikke_miranda_05,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_05_24,False,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_25,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_25,True,,1,idle,,3,idle,,XS_30,S_10,1.0,,,,
d_nikke_miranda_05_26,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_26,False,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_27,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_27,True,,1,idle,,3,idle,,XS_30,XS_300,1.0,none,,,
d_nikke_miranda_05_28,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_28,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_29,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_29,True,,1,idle,,3,idle,,S_10,XS_30,2.0,bgm_story_impression,,,
d_nikke_miranda_05_30,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_30,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_31,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_31,True,,1,idle,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_32,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_32,False,,1,shy,,3,idle,,S_10,S_100,1.0,,,,
d_nikke_miranda_05_33,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_33,True,,1,shy,,3,idle,,S_100,S_10,1.0,,,,
d_nikke_miranda_05_34,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_34,True,,1,think,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_35,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_35,True,,1,think,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_36,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_36,True,,1,think,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_37,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_37,True,,1,think,,3,idle,,S_10,S_100,0.5,,,,
d_nikke_miranda_05_38,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_38,True,,1,think,,3,surprise,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_39,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_39,True,,1,think,,3,surprise,,XS_30,XS_300,0.5,,,,
d_nikke_miranda_05_40,d_nikke_miranda_05,Self,poli,,Locale_NikkeEpisode:d_nikke_miranda_05_40,False,,1,think,,3,surprise,,XS_300,XS_300,1.0,,,,
d_nikke_miranda_05_41,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_41,True,,1,think,,3,surprise,,S_100,S_100,1.0,,,,
d_nikke_miranda_05_42,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_42,True,,1,think,,3,idle,,S_100,S_10,1.0,,,,
d_nikke_miranda_05_43,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_43,True,,1,think,,3,idle,,XS_30,XS_30,1.0,none,,,
d_nikke_miranda_05_44,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_44,True,,1,idle,,3,idle,,XS_30,2,0.5,,,,
d_nikke_miranda_05_45,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_45,True,,1,idle,,3,idle,,2,2,1.0,bgm_story_whosdumber,,,
d_nikke_miranda_05_46,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_46,False,,1,idle,,3,idle,,2,2,1.0,,,,
d_nikke_miranda_05_47,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_47,True,,1,idle,,3,delight,,2,2,1.0,,,,
d_nikke_miranda_05_48,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_48,True,,1,idle,,3,delight,,2,2,1.0,,,,
d_nikke_miranda_05_49,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_49,True,,1,idle,,3,idle,,2,2,1.0,,,,
d_nikke_miranda_05_50,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_50,True,,1,think,,3,idle,,2,2,1.0,,,,
d_nikke_miranda_05_51,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_51,True,,1,think,,3,idle,,2,XS_30,1.0,,,,
d_nikke_miranda_05_52,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_52,True,,1,think,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_53,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_53,True,,1,think,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_54,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_54,True,,1,think,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_55,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_55,True,,1,think,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_56,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_56,True,,1,think,,3,idle,,XS_30,XS_30,1.0,,,,
d_nikke_miranda_05_57,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_57,True,,1,think,,3,idle,,S_10,S_10,1.0,,,,
d_nikke_miranda_05_58,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_58,True,,1,think,,3,idle,,XS_30,XS_30,1.0,none,,,
d_nikke_miranda_05_59,d_nikke_miranda_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_miranda_05_59,True,,1,idle,,3,idle,none,black,black,1.0,,poli,,
d_nikke_miranda_05_60,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_60,True,,1,angry,,3,idle,Park_n,S_10,S_10,1.0,,,Grey,
d_nikke_miranda_05_61,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_61,True,,1,angry,,3,idle,,S_10,S_100,1.0,,,Grey,
d_nikke_miranda_05_62,d_nikke_miranda_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_miranda_05_62,True,,1,shy,,3,idle,none,black,black,1.0,,,,
