id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_02,play_sound,set_filter_01
d_nikke_emma_tactical_02_1,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_1,False,White,10,10,1.0,bgm_story_orangepop,,,,,,,,
d_nikke_emma_tactical_02_2,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_2,False,,10,10,1.0,,,,,,,,,
d_nikke_emma_tactical_02_3,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_3,False,,10,10,1.0,,,,,,,,,
d_nikke_emma_tactical_02_4,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_4,True,,10,10,1.0,,emma_t,,,,,,,
d_nikke_emma_tactical_02_5,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_5,True,,10,10,1.0,,emma_t,,,,,,,
d_nikke_emma_tactical_02_6,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_6,True,,10,10,1.0,,emma_t,,,,,,,
d_nikke_emma_tactical_02_7,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_7,False,CommanderRoom,10,10,1.0,,,,,,,,,
d_nikke_emma_tactical_02_8,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_8,True,,10,10,1.0,,emma_t,,,,,,,
d_nikke_emma_tactical_02_9,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_9,True,,10,10,1.0,,emma_t,,,,,,,
d_nikke_emma_tactical_02_10,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_10,False,,10,10,1.0,,,,,,,,,
d_nikke_emma_tactical_02_11,d_nikke_emma_tactical_02,Monologue,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_11,False,,10,10,1.0,,,,,,,,,
d_nikke_emma_tactical_02_12,d_nikke_emma_tactical_02,Narration,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_12,False,,black,black,1.0,,,black,,,,,,
d_nikke_emma_tactical_02_13,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_13,True,,10,10,1.0,,emma_t,,emma_t,1,idle,,,
d_nikke_emma_tactical_02_14,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_14,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_15,d_nikke_emma_tactical_02,Self,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_15,False,,10,10,1.0,,,,,1,idle,,,
d_nikke_emma_tactical_02_16,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_16,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_17,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_17,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_18,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_18,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_19,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_19,True,,10,10,1.0,,emma_t,,,1,idle,,,
d_nikke_emma_tactical_02_20,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_20,True,,10,10,1.0,,emma_t,,,1,angry,,,
d_nikke_emma_tactical_02_21,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_21,True,,10,10,1.0,,emma_t,,,1,angry,,,
d_nikke_emma_tactical_02_22,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_22,True,,10,10,1.0,,emma_t,,,1,angry,,,
d_nikke_emma_tactical_02_23,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_23,True,,10,10,1.0,,emma_t,,,1,angry,,,
d_nikke_emma_tactical_02_24,d_nikke_emma_tactical_02,Speech,emma_t,Locale_NikkeEpisode:d_nikke_emma_tactical_02_24,True,,10,10,1.0,,emma_t,,,1,angry,,,
