id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_02_01_02_1,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_1,False,Factory,1300,1300,1.0,event_bgm_ce002_story_2,,ce_02_01,1,idle,rapi,13,idle
d_nikke_ce_02_01_02_2,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_2,False,,100,100,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_3,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_3,True,,100,113,2.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_4,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_4,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_5,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_5,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_6,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_6,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_7,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_7,True,,113,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_8,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_8,True,,10,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_9,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_9,True,,10,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_10,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_10,True,,10,100,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_11,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_11,True,,100,100,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_12,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_12,True,,100,100,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_13,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_13,True,,100,100,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_14,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_14,False,,100,1300,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_15,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_15,True,,1300,1300,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_16,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_16,True,,1300,130,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_17,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_17,True,,130,130,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_18,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_18,True,,130,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_19,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_19,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_20,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_20,True,,113,113,1.0,,,,1,idle,,13,think
d_nikke_ce_02_01_02_21,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_21,False,,113,113,1.0,,,,1,idle,,13,think
d_nikke_ce_02_01_02_22,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_22,True,,113,113,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_23,d_nikke_ce_02_01_02,Monologue,,,Locale_NikkeEpisode:d_nikke_ce_02_01_02_23,False,,113,10,2.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_24,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_24,True,,10,10,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_25,d_nikke_ce_02_01_02,Speech,ce_02_01,ce_02_01,Locale_NikkeEpisode:d_nikke_ce_02_01_02_25,True,,10,100,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_26,d_nikke_ce_02_01_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce_02_01_02_26,True,,1300,1300,1.0,,,,1,idle,,13,idle
d_nikke_ce_02_01_02_27,d_nikke_ce_02_01_02,Narration,,,Locale_NikkeEpisode:d_nikke_ce_02_01_02_27,False,TrainingField,black,black,1.0,,black,,1,idle,,13,idle
