id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_quency_escapequeen_04_1,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_1,True,Backstreet,12,12,1.0,bgm_story_whosdumber,,quency_e,1,surprise,drake,13,idle
d_nikke_quency_escapequeen_04_2,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_2,False,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_3,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_3,True,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_4,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_4,True,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_5,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_5,True,,12,12,1.0,,,,1,surprise,,13,angry
d_nikke_quency_escapequeen_04_6,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_6,True,,12,12,1.0,,,,1,surprise,,13,angry
d_nikke_quency_escapequeen_04_7,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_7,True,,12,12,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_8,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_8,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_9,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_9,True,,12,12,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_10,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_10,True,,12,12,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_11,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_11,True,,12,12,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_12,d_nikke_quency_escapequeen_04,Self,drake,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_12,False,,12,12,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_13,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_13,True,,12,130,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_14,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_14,True,,130,130,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_15,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_15,True,,130,130,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_16,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_16,True,,130,130,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_17,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_17,True,,130,130,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_18,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_18,True,,130,1300,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_19,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_19,True,,1300,1300,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_20,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_20,True,,1300,12,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_21,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_21,True,,12,12,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_22,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_22,True,,12,12,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_23,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_23,False,,12,12,1.0,,,,1,think,,13,delight
d_nikke_quency_escapequeen_04_24,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_24,True,,12,12,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_25,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_25,False,,12,12,1.0,,,,1,angry,,13,delight
d_nikke_quency_escapequeen_04_26,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_26,True,,12,12,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_27,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_27,True,,12,12,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_28,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_28,True,,12,130,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_29,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_29,True,,130,130,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_30,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_30,True,,130,130,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_31,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_31,True,,130,12,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_32,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_32,True,,12,12,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_33,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_33,True,,12,12,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_34,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_34,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_35,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_35,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_36,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_36,True,,12,12,1.0,,Low_2,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_37,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_37,True,,12,12,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_38,d_nikke_quency_escapequeen_04,Self,drake,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_38,False,,12,12,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_39,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_39,True,,12,S_10,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_40,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_40,True,,S_10,S_10,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_41,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_41,True,,S_10,S_10,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_42,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_42,True,,S_10,S_10,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_43,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_43,False,,S_10,S_10,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_44,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_44,True,,S_10,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_45,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_45,True,,S_100,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_46,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_46,True,,S_100,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_47,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_47,True,,S_100,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_48,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_48,True,,S_100,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_49,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_49,False,,S_100,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_50,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_50,True,,S_100,S_100,1.0,,,,1,angry,,13,angry
d_nikke_quency_escapequeen_04_51,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_51,True,,S_100,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_52,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_52,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_53,d_nikke_quency_escapequeen_04,Self,drake,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_53,False,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_54,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_54,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_55,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_55,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_56,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_56,True,,12,12,1.0,,,,1,angry,,13,no
d_nikke_quency_escapequeen_04_57,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_57,True,,12,12,1.0,,,,1,angry,,13,idle
d_nikke_quency_escapequeen_04_58,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_58,True,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_59,d_nikke_quency_escapequeen_04,Self,quency_e,,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_59,False,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_60,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_60,True,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_61,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_61,True,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_62,d_nikke_quency_escapequeen_04,Speech,quency_e,quency_e,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_62,True,,12,12,1.0,,,,1,surprise,,13,idle
d_nikke_quency_escapequeen_04_63,d_nikke_quency_escapequeen_04,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_quency_escapequeen_04_63,True,,12,12,1.0,,,,1,surprise,,13,idle
