id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce006_01_04_1,d_nikke_ce006_01_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_04_1,True,neon,5,idle,anis,1,void,rapi,3,idle,ce006_01,13,delight,roam,15,idle,Desert_03,2,2,1.0,none
d_nikke_ce006_01_04_2,d_nikke_ce006_01_04,Self,rapi,,Locale_NikkeEpisode:d_nikke_ce006_01_04_2,False,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,2,2,1.0,
d_nikke_ce006_01_04_3,d_nikke_ce006_01_04,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_04_3,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,14,14,1.0,bgm_story_discussion
d_nikke_ce006_01_04_4,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_4,False,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,14,14,1.0,
d_nikke_ce006_01_04_5,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_5,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,14,14,1.0,
d_nikke_ce006_01_04_6,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_6,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,14,14,1.0,
d_nikke_ce006_01_04_7,d_nikke_ce006_01_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_04_7,True,,5,idle,,1,void,,3,idle,,13,delight,,15,idle,,14,12,1.3,
d_nikke_ce006_01_04_8,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_8,True,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_9,d_nikke_ce006_01_04,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_04_9,True,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,12,12,1.0,
d_nikke_ce006_01_04_10,d_nikke_ce006_01_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_04_10,True,,5,idle,,1,void,,3,idle,,13,idle,,15,idle,,4,4,1.0,
