id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_003_02_04_1,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_1,True,Park,10,1,1.0,none,,,,,,,diesel,1,idle
d_nikke_ce_003_02_04_2,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_2,True,,1,1,1.0,bgm_story_weare,,,,,,,,1,idle
d_nikke_ce_003_02_04_3,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_3,True,ArkRuinIndoor,1,1,1.0,,Grey,Blur_Low,white,,,,,1,idle
d_nikke_ce_003_02_04_4,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_4,True,,1,10,1.0,,Grey,Blur_Low,,,,,,1,surprise
d_nikke_ce_003_02_04_5,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_5,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,surprise
d_nikke_ce_003_02_04_6,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_6,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,surprise
d_nikke_ce_003_02_04_7,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_7,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,worry
d_nikke_ce_003_02_04_8,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_8,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_9,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_9,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_10,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_10,True,,10,100,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_11,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_11,False,,100,100,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_12,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_12,True,,100,100,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_13,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_13,True,,100,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_14,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_14,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_15,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_15,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_16,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_16,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_17,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_17,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_18,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_18,False,,black,black,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_19,d_nikke_ce_003_02_04,Narration,boy04,,Locale_NikkeEpisode:d_nikke_ce_003_02_04_19,False,,black,black,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_20,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_20,True,,1,1,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_21,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_21,True,,1,1,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_22,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_22,True,,1,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_23,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_23,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_24,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_24,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_25,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_25,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_26,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_26,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_27,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_27,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,idle
d_nikke_ce_003_02_04_28,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_28,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_29,d_nikke_ce_003_02_04,Speech,boy04,boy04,Locale_NikkeEpisode:d_nikke_ce_003_02_04_29,True,,10,10,1.0,,Grey,Blur_Low,,,,,,1,delight
d_nikke_ce_003_02_04_30,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_30,True,Park,2,2,1.0,none,,,white,ce_003_02,3,idle,,1,idle
d_nikke_ce_003_02_04_31,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_31,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_32,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_32,True,,2,2,1.0,bgm_story_impression,,,,,3,idle,,1,idle
