id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_nikke_dorothy_serendipity_03_1,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_1,True,dorothy_s,1,surprise,irregularghost,13,idle,CruiseShipPool_d,100,100,1.0,bgm_story_milkyway,
d_nikke_dorothy_serendipity_03_2,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_2,True,,1,surprise,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_3,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_3,True,,1,surprise,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_4,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_4,True,,1,surprise,,13,idle,,100,10,1.0,,
d_nikke_dorothy_serendipity_03_5,d_nikke_dorothy_serendipity_03,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_5,False,,1,surprise,,13,idle,,black,black,1.0,,
d_nikke_dorothy_serendipity_03_6,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_6,True,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_7,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_7,True,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_8,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_8,False,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_9,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_9,True,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_10,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_10,True,,1,idle,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_11,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_11,True,,1,idle,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_12,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_12,False,,1,idle,,13,idle,,black,black,1.0,,
d_nikke_dorothy_serendipity_03_13,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_13,True,,1,idle,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_14,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_14,True,,1,idle,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_15,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_15,False,,1,idle,,13,idle,,10,100,0.5,,sfx_scn_bigwavebreak
d_nikke_dorothy_serendipity_03_16,d_nikke_dorothy_serendipity_03,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_16,False,,1,idle,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_17,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_17,False,,1,surprise,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_18,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_18,True,,1,surprise,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_19,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_19,True,,1,surprise,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_20,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_20,False,,1,surprise,,13,idle,,100,10,0.5,,
d_nikke_dorothy_serendipity_03_21,d_nikke_dorothy_serendipity_03,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_21,False,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_22,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_22,True,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_23,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_23,True,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_24,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_24,True,,1,surprise,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_25,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_25,False,,1,surprise,,13,idle,,black,black,1.0,,sfx_scn_bigwavebreak
d_nikke_dorothy_serendipity_03_26,d_nikke_dorothy_serendipity_03,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_26,False,,1,surprise,,13,idle,,black,black,1.0,,
