id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_ce_003_02_02_1,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_1,False,OutpostOut,50,50,1.0,bgm_story_leisuretime,,,ce_003_02,5,worry,,,,,,,,,
d_nikke_ce_003_02_02_2,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_2,True,,50,50,1.0,,,,,5,worry,,,,,,,,,
d_nikke_ce_003_02_02_3,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_3,True,,50,50,1.0,,,,,5,worry,,,,,,,,,
d_nikke_ce_003_02_02_4,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_4,True,,50,50,1.0,,,,,5,worry,,,,,,,,,
d_nikke_ce_003_02_02_5,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_5,True,Park,black,black,1.0,,,,,5,worry,,,,,,,,,
d_nikke_ce_003_02_02_6,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_6,True,,5,5,1.0,,,,,5,worry,,,,,,,,,
d_nikke_ce_003_02_02_7,d_nikke_ce_003_02_02,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_02_7,False,,5,1,1.0,,sfx_scn_noisily,,,5,worry,diesel,1,idle,girl03,13,idle,boy03,15,idle
d_nikke_ce_003_02_02_8,d_nikke_ce_003_02_02,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_02_8,False,,1,1,1.0,,,,,5,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_02_02_9,d_nikke_ce_003_02_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_02_9,True,,1,1,1.0,,,,,5,idle,,1,worry,,13,idle,,15,idle
d_nikke_ce_003_02_02_10,d_nikke_ce_003_02_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_02_10,True,,1,1,1.0,,,,,5,idle,,1,worry,,13,idle,,15,idle
d_nikke_ce_003_02_02_11,d_nikke_ce_003_02_02,Speech,boy03,boy03,Locale_NikkeEpisode:d_nikke_ce_003_02_02_11,True,,XS_150,XS_150,1.0,,,,,5,idle,,1,worry,,13,idle,,15,idle
d_nikke_ce_003_02_02_12,d_nikke_ce_003_02_02,Speech,boy03,boy03,Locale_NikkeEpisode:d_nikke_ce_003_02_02_12,True,,XS_150,XS_150,1.0,,,,,5,idle,,1,worry,,13,idle,,15,idle
d_nikke_ce_003_02_02_13,d_nikke_ce_003_02_02,Speech,girl03,girl03,Locale_NikkeEpisode:d_nikke_ce_003_02_02_13,True,,XS_150,12,1.0,,,,,5,idle,,1,worry,,13,idle,,15,idle
d_nikke_ce_003_02_02_14,d_nikke_ce_003_02_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_02_14,True,,12,12,1.0,,,,,5,idle,,1,surprise,,13,idle,,15,idle
d_nikke_ce_003_02_02_15,d_nikke_ce_003_02_02,Speech,boy03,boy03,Locale_NikkeEpisode:d_nikke_ce_003_02_02_15,True,,12,14,1.0,,,,,5,idle,,1,surprise,,13,idle,,15,idle
d_nikke_ce_003_02_02_16,d_nikke_ce_003_02_02,Speech,boy03,boy03,Locale_NikkeEpisode:d_nikke_ce_003_02_02_16,True,,14,14,1.0,,,,,5,idle,,1,surprise,,13,idle,,15,idle
d_nikke_ce_003_02_02_17,d_nikke_ce_003_02_02,Speech,girl03,girl03,Locale_NikkeEpisode:d_nikke_ce_003_02_02_17,True,,14,14,1.0,,,,,5,idle,,1,surprise,,13,idle,,15,idle
d_nikke_ce_003_02_02_18,d_nikke_ce_003_02_02,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_02_18,False,,14,2,1.0,,,,,3,idle,,1,surprise,,13,idle,,15,idle
d_nikke_ce_003_02_02_19,d_nikke_ce_003_02_02,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_02_19,True,,2,2,1.0,,,,,3,idle,,1,surprise,,13,idle,,15,idle
d_nikke_ce_003_02_02_20,d_nikke_ce_003_02_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_02_20,True,,2,2,1.0,,,,,3,idle,,1,idle,,13,idle,,15,idle
d_nikke_ce_003_02_02_21,d_nikke_ce_003_02_02,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_02_21,True,,2,2,1.0,,,,,3,idle,,1,delight,,13,idle,,15,idle
