id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,conversation_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_miranda_01_1,d_nikke_miranda_01,Monologue,Locale_NikkeEpisode:d_nikke_miranda_01_1,False,CommanderRoom,1,1,1.0,bgm_story_orangepop,,,,,,,,,,,,,,
d_nikke_miranda_01_2,d_nikke_miranda_01,Monologue,Locale_NikkeEpisode:d_nikke_miranda_01_2,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_miranda_01_3,d_nikke_miranda_01,Monologue,Locale_NikkeEpisode:d_nikke_miranda_01_3,False,,1,1,1.0,,Blur_Middle,,,,,,,,,,,,,
d_nikke_miranda_01_4,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_4,False,,black,black,1.0,,,sfx_scn_knock,,,,,,,,,,,,
d_nikke_miranda_01_5,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_5,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_miranda_01_6,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_6,True,,1,S_10,1.0,,,,miranda,miranda,,,,,,,,,,
d_nikke_miranda_01_7,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_7,False,,S_10,S_10,1.0,,,,miranda,,,,,,,,,,,
d_nikke_miranda_01_8,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_8,True,,S_10,S_10,1.0,,,,miranda,miranda,,,,,,,,,,
d_nikke_miranda_01_9,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_9,False,,S_10,S_10,1.0,,,,miranda,,,,,,,,,,,
d_nikke_miranda_01_10,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_10,True,,S_10,S_10,1.0,,,,miranda,miranda,,,,,,,,,,
d_nikke_miranda_01_11,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_11,True,,S_10,S_10,1.0,,,,miranda,miranda,,,,,,,,,,
d_nikke_miranda_01_12,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_12,False,none,S_10,S_100,1.0,,,,miranda,,,,,,,,,,,
d_nikke_miranda_01_13,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_13,False,CommanderRoom,S_10,S_10,1.0,,,,miranda,,miranda,1,idle,,,,,,,
d_nikke_miranda_01_14,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_14,True,,S_10,S_100,2.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_15,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_15,True,,S_100,S_100,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_16,d_nikke_miranda_01,Choice,Locale_NikkeEpisode:d_nikke_miranda_01_16,False,,S_100,S_100,1.0,,,,miranda,,,1,idle,d_nikke_miranda_01_18,,,,,,
d_nikke_miranda_01_17,d_nikke_miranda_01,Choice,Locale_NikkeEpisode:d_nikke_miranda_01_17,False,,S_100,S_100,1.0,,,,miranda,,,1,idle,d_nikke_miranda_01_23,,,,,,
d_nikke_miranda_01_18,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_18,True,,S_100,S_10,0.5,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_19,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_19,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_20,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_20,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_21,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_21,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_22,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_22,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,d_nikke_miranda_01_27,,,,,,
d_nikke_miranda_01_23,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_23,True,,S_100,S_10,0.5,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_24,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_24,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_25,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_25,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_26,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_26,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_27,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_27,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_28,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_28,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_29,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_29,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_30,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_30,True,,S_10,S_100,0.5,,,,miranda,miranda,,1,angry,,,,,,,
d_nikke_miranda_01_31,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_31,True,,S_100,S_100,1.0,,,,miranda,miranda,,1,angry,,,,,,,
d_nikke_miranda_01_32,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_32,False,,S_100,S_100,1.0,,,,miranda,,,1,angry,,,,,,,
d_nikke_miranda_01_33,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_33,False,,S_100,S_100,1.0,none,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_34,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_34,True,,S_100,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_35,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_35,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_36,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_36,False,,S_10,S_10,1.0,bgm_story_whosdumber,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_37,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_37,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_38,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_38,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_39,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_39,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_40,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_40,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,shy,,,,,,,
d_nikke_miranda_01_41,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_41,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_42,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_42,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_43,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_43,True,,S_10,S_100,2.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_44,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_44,False,,S_100,S_100,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_45,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_45,True,none,black,black,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_46,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_46,False,Corridor,5,1,2.0,,Grey,,miranda,,,1,idle,,miranda,,,,,
d_nikke_miranda_01_47,d_nikke_miranda_01,Monologue,Locale_NikkeEpisode:d_nikke_miranda_01_47,False,,1,1,1.0,,Grey,,miranda,,miranda,1,delight,,,,,,,
d_nikke_miranda_01_48,d_nikke_miranda_01,Monologue,Locale_NikkeEpisode:d_nikke_miranda_01_48,False,,1,S_10,2.0,,Grey,,miranda,,,1,delight,,,,,,,
d_nikke_miranda_01_49,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_49,False,,S_10,S_10,1.0,,Grey,sfx_scn_phonevibration,miranda,,,1,delight,,,,,,,
d_nikke_miranda_01_50,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_50,True,,S_10,S_10,1.0,,Grey,,miranda,miranda,,1,idle,,,m_nikke_miranda_01_01,,,,
d_nikke_miranda_01_51,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_51,False,,S_10,S_10,1.0,,Grey,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_52,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_52,False,,S_10,S_100,0.5,,Grey,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_53,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_53,True,,S_100,S_10,1.0,,Grey,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_54,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_54,True,,S_10,S_10,1.0,,Grey,,poli,poli,,1,idle,,,,,,,
d_nikke_miranda_01_55,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_55,True,,S_10,XS_30,0.5,,Grey,,miranda,miranda,,1,idle,,,,poli,3,idle,
d_nikke_miranda_01_56,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_56,True,,XS_30,XS_30,1.0,,Grey,,poli,poli,,1,idle,,,,,3,angry,
d_nikke_miranda_01_57,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_57,True,,XS_30,2,1.0,,Grey,,miranda,miranda,,1,idle,,,,,3,angry,
d_nikke_miranda_01_58,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_58,True,,2,2,1.0,,Grey,,miranda,miranda,,1,idle,,,,,3,angry,
d_nikke_miranda_01_59,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_59,True,,2,2,1.0,,Grey,,poli,poli,,1,idle,,,,,3,angry,
d_nikke_miranda_01_60,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_60,True,,2,S_10,2.0,,Grey,,miranda,miranda,,1,idle,,,,,3,angry,
d_nikke_miranda_01_61,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_61,True,,S_10,S_10,1.0,,Grey,,miranda,miranda,,1,idle,,,,,3,angry,
d_nikke_miranda_01_62,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_62,False,,S_10,XS_30,2.0,,Grey,,poli,poli,,1,idle,,,,,3,angry,
d_nikke_miranda_01_63,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_63,True,,XS_30,XS_300,1.0,,Grey,,poli,poli,,1,idle,,,,,3,sad,
d_nikke_miranda_01_64,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_64,True,,XS_300,XS_300,1.0,,Grey,,poli,poli,,1,idle,,,,,3,idle,
d_nikke_miranda_01_65,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_65,True,,XS_300,XS_30,0.5,,Grey,,poli,poli,,1,idle,,,,,3,idle,
d_nikke_miranda_01_66,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_66,False,,XS_30,S_10,2.0,,Grey,,,,,1,idle,,,,,5,idle,poli
d_nikke_miranda_01_67,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_67,True,,S_10,S_10,1.0,,Grey,,miranda,miranda,,1,think,,,,,,,
d_nikke_miranda_01_68,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_68,False,,S_10,S_10,1.0,,Grey,,miranda,,,1,idle,,,m_nikke_miranda_01_02,,,,
d_nikke_miranda_01_69,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_69,False,,S_10,S_10,1.0,,Grey,,miranda,,,1,angry,,,,,,,
d_nikke_miranda_01_70,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_70,True,,S_10,S_100,0.5,,Grey,,miranda,miranda,,1,angry,,,,,,,
d_nikke_miranda_01_71,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_71,False,none,black,black,1.0,,Grey,,miranda,,,1,idle,,miranda,,,,,
d_nikke_miranda_01_72,d_nikke_miranda_01,Narration,Locale_NikkeEpisode:d_nikke_miranda_01_72,False,CommanderRoom,13,1,1.0,none,,,miranda,,,,,,,,,,,
d_nikke_miranda_01_73,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_73,True,,1,S_10,1.0,bgm_story_leisuretime,,,miranda,miranda,miranda,1,idle,,,,,,,
d_nikke_miranda_01_74,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_74,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_75,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_75,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_76,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_76,True,,S_10,S_100,0.5,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_77,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_77,False,,S_100,S_100,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_78,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_78,True,,S_100,S_100,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_79,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_79,True,,S_100,S_10,2.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_80,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_80,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_81,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_81,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_82,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_82,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_83,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_83,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_84,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_84,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_85,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_85,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_86,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_86,False,,S_10,S_100,0.5,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_87,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_87,True,,S_100,S_100,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_88,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_88,True,,S_100,S_10,2.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_89,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_89,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_90,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_90,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_91,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_91,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_92,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_92,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_93,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_93,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_94,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_94,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,idle,,,,,,,
d_nikke_miranda_01_95,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_95,False,,S_10,S_10,1.0,,,,miranda,,,1,idle,,,,,,,
d_nikke_miranda_01_96,d_nikke_miranda_01,Speech,Locale_NikkeEpisode:d_nikke_miranda_01_96,True,,S_10,S_10,1.0,,,,miranda,miranda,,1,delight,,,,,,,
d_nikke_miranda_01_97,d_nikke_miranda_01,Self,Locale_NikkeEpisode:d_nikke_miranda_01_97,False,,S_10,S_10,1.0,,,,,,,1,delight,,,,,,,
