id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake
d_nikke_dorothy_serendipity_05_1,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_1,False,dorothy_s,1,idle,irregularghost,13,idle,Deck_n,black,black,1.0,bgm_story_milkyway,,,,
d_nikke_dorothy_serendipity_05_2,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_2,True,,1,idle,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_3,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_3,True,,1,idle,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_4,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_4,True,,1,idle,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_5,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_5,True,,1,idle,,13,idle,,100,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_6,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_6,True,,1,idle,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_7,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_7,True,,1,idle,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_8,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_8,True,,1,idle,,13,idle,,10,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_9,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_9,True,,1,idle,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_10,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_10,True,,1,surprise,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_11,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_11,False,,1,surprise,,13,idle,,113,113,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_12,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_12,True,,1,surprise,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_13,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_13,True,,1,surprise,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_14,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_14,True,,1,surprise,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_15,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_15,False,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_16,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_16,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_17,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_17,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_18,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_18,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_19,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_19,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_20,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_20,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_21,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_21,False,,1,void,,13,idle,,113,1,1.0,none,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_22,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_22,True,,1,smile,,13,idle,,1,1,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_23,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_23,True,,1,smile,,13,idle,,1,10,1.0,bgm_story_sceneofmemory,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_24,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_24,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_25,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_25,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_26,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_26,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_27,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_27,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_28,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_28,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_29,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_29,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_30,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_30,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_31,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_31,True,,1,smile,,13,idle,,10,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_32,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_32,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_33,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_33,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_34,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_34,False,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_35,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_35,False,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_36,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_36,False,,1,void,,13,idle,,100,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_37,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_37,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_38,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_38,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_39,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_39,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_40,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_40,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_41,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_41,False,,1,smile,,13,idle,,black,black,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_42,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_42,False,,1,smile,,13,idle,,black,black,1.0,,dorothy_s,,,
