id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_02_04_1,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_1,True,BuildingLobby,1,1,1.0,bgm_story_orangepop,,,ce004_02_s,12,idle,ein,2,delight
d_nikke_ce004_02_04_2,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_2,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_3,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_3,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_4,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_4,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_5,d_nikke_ce004_02_04,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_04_5,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_6,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_6,True,,1,1,1.0,,,,,12,idle,,2,surprise
d_nikke_ce004_02_04_7,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_7,True,,1,1,1.0,,,,,12,idle,,2,surprise
d_nikke_ce004_02_04_8,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_8,True,,1,1,1.0,,,,,12,idle,,2,surprise
d_nikke_ce004_02_04_9,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_9,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_10,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_10,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_11,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_11,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_12,d_nikke_ce004_02_04,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_04_12,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_13,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_13,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_15,d_nikke_ce004_02_04,Narration,ein,,Locale_NikkeEpisode:d_nikke_ce004_02_04_15,False,Theater,1,1,1.0,none,sfx_scn_explosions,black,,12,idle,,2,idle
d_nikke_ce004_02_04_16,d_nikke_ce004_02_04,Narration,ein,,Locale_NikkeEpisode:d_nikke_ce004_02_04_16,False,,1,1,1.0,,sfx_scn_energyexplosion,,,12,idle,,2,idle
d_nikke_ce004_02_04_17,d_nikke_ce004_02_04,Monologue,ein,,Locale_NikkeEpisode:d_nikke_ce004_02_04_17,False,,1,1,1.0,bgm_story_weare,,,,12,idle,,2,idle
d_nikke_ce004_02_04_18,d_nikke_ce004_02_04,Monologue,ein,,Locale_NikkeEpisode:d_nikke_ce004_02_04_18,False,,1,1,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_19,d_nikke_ce004_02_04,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_04_19,False,,1,120,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_20,d_nikke_ce004_02_04,Monologue,ce004_02_s,,Locale_NikkeEpisode:d_nikke_ce004_02_04_20,False,,120,120,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_21,d_nikke_ce004_02_04,Monologue,ce004_02_s,,Locale_NikkeEpisode:d_nikke_ce004_02_04_21,False,,120,120,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_22,d_nikke_ce004_02_04,Monologue,ce004_02_s,,Locale_NikkeEpisode:d_nikke_ce004_02_04_22,False,,120,120,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_23,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_23,False,,120,20,1.0,,,,,12,idle,,2,no
d_nikke_ce004_02_04_24,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_24,True,,20,20,1.0,,,,,12,idle,,2,no
d_nikke_ce004_02_04_26,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_26,True,City,1,1,1.0,,,black,,12,idle,,2,delight
d_nikke_ce004_02_04_27,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_27,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_28,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_28,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_29,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_29,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_30,d_nikke_ce004_02_04,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_04_30,True,,1,1,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_31,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_31,True,,1,20,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_32,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_32,True,,20,20,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_33,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_33,True,,20,20,1.0,,,,,12,idle,,2,delight
d_nikke_ce004_02_04_34,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_34,True,,20,20,1.0,,,,,12,idle,,2,idle
d_nikke_ce004_02_04_35,d_nikke_ce004_02_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_04_35,True,,20,20,1.0,,,,,12,idle,,2,idle
