id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_003_03_02_1,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_1,True,MaidCafe,XS_130,XS_130,1.0,none,,,,ce_003_03,1,idle,cocoa,13,serious
d_nikke_ce_003_03_02_2,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_2,True,,10,10,1.0,bgm_story_tomboyprincess,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_3,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_3,True,,10,12,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_4,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_4,True,,12,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_5,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_5,True,,12,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_6,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_6,True,,12,12,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_7,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_7,True,,12,XS_130,1.0,,Low_2,,,,1,idle,,13,surprised
d_nikke_ce_003_03_02_8,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_8,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_9,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_9,True,,10,10,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_10,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_10,True,,XS_130,XS_130,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_11,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_11,True,,XS_130,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_12,d_nikke_ce_003_03_02,Monologue,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_12,False,,12,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_13,d_nikke_ce_003_03_02,Monologue,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_13,False,,black,black,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_14,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_14,True,,13,13,1.0,,,,,,1,idle,,13,idle
d_nikke_ce_003_03_02_15,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_15,True,,13,13,1.0,,,,,,1,idle,,13,delight
d_nikke_ce_003_03_02_16,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_16,True,,13,XS_130,0.6,,,sfx_scn_kkyung,,,1,idle,,13,delight
d_nikke_ce_003_03_02_17,d_nikke_ce_003_03_02,Self,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_17,False,,XS_130,XS_130,1.0,,,,,,1,idle,,13,delight
d_nikke_ce_003_03_02_18,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_18,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_19,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_19,False,,XS_130,XS_130,1.0,,,,,,1,smile,,13,serious
d_nikke_ce_003_03_02_20,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_20,True,,XS_130,12,1.0,,,,,,1,smile,,13,idle
d_nikke_ce_003_03_02_21,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_21,True,,12,12,1.0,,,,,,1,smile,,13,idle
d_nikke_ce_003_03_02_22,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_22,True,,XS_130,XS_130,1.0,,,,black,,1,idle,,13,serious
d_nikke_ce_003_03_02_23,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_23,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_24,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_24,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,delight
d_nikke_ce_003_03_02_25,d_nikke_ce_003_03_02,Narration,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_25,False,,XS_130,XS_130,1.0,,,sfx_scn_ketchuphard,,,1,idle,,13,delight
d_nikke_ce_003_03_02_26,d_nikke_ce_003_03_02,Narration,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_26,False,,XS_130,XS_130,1.0,,,sfx_scn_ketchup,,,1,idle,,13,delight
d_nikke_ce_003_03_02_27,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_27,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,delight
d_nikke_ce_003_03_02_28,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_28,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_29,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_29,True,,XS_130,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_30,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_30,True,,12,12,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_31,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_31,True,,12,12,1.0,,,,,,1,idle,,13,idle
d_nikke_ce_003_03_02_32,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_32,True,,12,10,1.0,,,,,,1,idle,,13,idle
d_nikke_ce_003_03_02_33,d_nikke_ce_003_03_02,Narration,ce_003_03,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_33,False,,10,10,1.0,,,sfx_scn_ketchuphard,,,1,idle,,13,idle
d_nikke_ce_003_03_02_34,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_34,True,,10,12,1.0,,,,,,1,delight,,13,idle
d_nikke_ce_003_03_02_35,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_35,True,,12,12,1.0,,,,,,1,delight,,13,surprised
d_nikke_ce_003_03_02_36,d_nikke_ce_003_03_02,Narration,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_36,False,,12,12,1.0,,,,,,1,idle,,13,surprised
d_nikke_ce_003_03_02_37,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_37,True,,12,12,1.0,,,,,,1,delight,,13,surprised
d_nikke_ce_003_03_02_38,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_38,True,,12,12,1.0,,,,,,1,delight,,13,idle
d_nikke_ce_003_03_02_39,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_39,True,,XS_130,XS_130,1.0,,,,black,,1,idle,,13,serious
d_nikke_ce_003_03_02_40,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_40,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_41,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_41,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_42,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_42,True,,10,10,1.0,,,,,,1,special,,13,serious
d_nikke_ce_003_03_02_43,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_43,True,,10,10,1.0,,,,,,1,special,,13,serious
d_nikke_ce_003_03_02_44,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_44,True,,10,12,1.0,none,,,,,1,special,,13,serious
d_nikke_ce_003_03_02_45,d_nikke_ce_003_03_02,Narration,cocoa,,Locale_NikkeEpisode:d_nikke_ce_003_03_02_45,False,,black,black,1.0,,Low_2,sfx_scn_smash,,,1,no,,13,serious
d_nikke_ce_003_03_02_46,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_46,True,,12,12,1.0,bgm_enemyclose,,,,,1,no,,13,surprised
d_nikke_ce_003_03_02_47,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_47,True,,12,12,1.0,,,,,,1,no,,13,surprised
d_nikke_ce_003_03_02_48,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_48,True,,12,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_49,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_49,True,,12,12,1.0,,,,,,1,no,,13,serious
d_nikke_ce_003_03_02_50,d_nikke_ce_003_03_02,Speech,ce_003_03,ce_003_03,Locale_NikkeEpisode:d_nikke_ce_003_03_02_50,True,,12,12,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_51,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_51,True,,12,XS_130,1.0,,,,,,1,idle,,13,serious
d_nikke_ce_003_03_02_52,d_nikke_ce_003_03_02,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_03_02_52,True,,XS_130,XS_130,1.0,,,,,,1,idle,,13,delight
