id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_viper_03_1,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_1,True,NikkeCorridor,2,20,1.0,bgm_story_leisuretime,,viper,2,idle,,,,
treasurestory_viper_03_2,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_2,True,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_3,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_3,True,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_4,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_4,True,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_5,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_5,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_6,treasurestory_viper_03,Narration,viper,,Locale_NikkeEpisode:treasurestory_viper_03_6,False,,20,20,1.0,,sfx_scn_knock,,2,idle,,,,
treasurestory_viper_03_7,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_7,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_8,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_8,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_9,treasurestory_viper_03,Narration,viper,,Locale_NikkeEpisode:treasurestory_viper_03_9,False,,20,20,1.0,,sfx_scn_knock,,2,idle,,,,
treasurestory_viper_03_10,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_10,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_11,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_11,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_12,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_12,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_13,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_13,True,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_14,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_14,True,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_15,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_15,True,,20,200,1.0,,,,2,good,,,,
treasurestory_viper_03_16,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_16,True,,200,200,1.0,,,,2,good,,,,
treasurestory_viper_03_17,treasurestory_viper_03,Speech,viper,unknown,Locale_NikkeEpisode:treasurestory_viper_03_17,False,,200,20,0.5,,,,2,good,,,,
treasurestory_viper_03_18,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_18,True,,20,20,1.0,,,,2,delight,,,,
treasurestory_viper_03_19,treasurestory_viper_03,Speech,viper,unknown,Locale_NikkeEpisode:treasurestory_viper_03_19,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_20,treasurestory_viper_03,Speech,viper,unknown,Locale_NikkeEpisode:treasurestory_viper_03_20,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_21,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_21,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_22,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_22,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_23,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_23,False,,20,20,1.0,,,,2,idle,,,,
treasurestory_viper_03_24,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_24,False,,20,20,1.0,,,,2,idle,,,,
