id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_diesel_04_1,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_1,True,Workshop,XS_30,XS_30,1.0,bgm_story_languor,diesel,1,idle,liter,3,no
treasurestory_diesel_04_2,treasurestory_diesel_04,Self,liter,,Locale_NikkeEpisode:treasurestory_diesel_04_2,False,,XS_30,XS_30,1.0,,,1,idle,,3,no
treasurestory_diesel_04_3,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_3,True,,XS_30,XS_30,1.0,,,1,idle,,3,angry
treasurestory_diesel_04_4,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_4,True,,XS_30,XS_30,1.0,,,1,idle,,3,angry
treasurestory_diesel_04_5,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_5,True,,XS_30,XS_30,1.0,,,1,idle,,3,angry
treasurestory_diesel_04_6,treasurestory_diesel_04,Self,liter,,Locale_NikkeEpisode:treasurestory_diesel_04_6,False,,XS_30,XS_30,1.0,,,1,idle,,3,angry
treasurestory_diesel_04_7,treasurestory_diesel_04,Self,liter,,Locale_NikkeEpisode:treasurestory_diesel_04_7,False,,XS_30,XS_30,1.0,,,1,idle,,3,angry
treasurestory_diesel_04_8,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_8,True,,XS_30,XS_30,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_9,treasurestory_diesel_04,Monologue,liter,,Locale_NikkeEpisode:treasurestory_diesel_04_9,False,,XS_30,2,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_10,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_10,True,,2,2,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_11,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_11,True,,2,2,1.0,,,1,idle,,3,surprise
treasurestory_diesel_04_12,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_12,True,,2,2,1.0,,,1,idle,,3,sorrow
treasurestory_diesel_04_13,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_13,True,,2,2,1.0,,,1,idle,,3,sorrow
treasurestory_diesel_04_14,treasurestory_diesel_04,Monologue,liter,,Locale_NikkeEpisode:treasurestory_diesel_04_14,False,,2,XS_30,1.0,,,1,idle,,3,sorrow
treasurestory_diesel_04_15,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_15,True,,XS_30,XS_30,1.0,none,,1,idle,,3,idle
treasurestory_diesel_04_16,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_16,True,,XS_30,XS_30,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_17,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_17,True,,XS_30,XS_30,1.0,,,1,idle,,3,no
treasurestory_diesel_04_18,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_18,True,,XS_30,2,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_19,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_19,True,,2,2,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_20,treasurestory_diesel_04,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_04_20,True,,2,2,1.0,,,1,surprise,,3,idle
treasurestory_diesel_04_21,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_21,True,,2,2,1.0,,,1,surprise,,3,idle
treasurestory_diesel_04_22,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_22,True,,2,2,1.0,,,1,surprise,,3,idle
treasurestory_diesel_04_23,treasurestory_diesel_04,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_04_23,True,,2,10,1.0,,,1,worry,,3,idle
treasurestory_diesel_04_24,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_24,True,,XS_30,XS_30,1.0,,,1,worry,,3,sorrow
treasurestory_diesel_04_25,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_25,True,,XS_30,XS_30,1.0,,,1,worry,,3,idle
treasurestory_diesel_04_26,treasurestory_diesel_04,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_04_26,True,,XS_30,10,1.0,bgm_story_weare,,1,delight,,3,idle
treasurestory_diesel_04_27,treasurestory_diesel_04,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_04_27,True,,10,10,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_28,treasurestory_diesel_04,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_04_28,True,,10,10,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_29,treasurestory_diesel_04,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_04_29,False,,10,10,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_30,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_30,True,,10,2,1.0,,,1,idle,,3,sorrow
treasurestory_diesel_04_31,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_31,True,,2,2,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_32,treasurestory_diesel_04,Speech,liter,liter,Locale_NikkeEpisode:treasurestory_diesel_04_32,True,,2,2,1.0,,,1,idle,,3,idle
treasurestory_diesel_04_33,treasurestory_diesel_04,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_04_33,True,,2,10,1.0,,,1,delight,,3,idle
treasurestory_diesel_04_34,treasurestory_diesel_04,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_04_34,False,,10,10,1.0,,,1,idle,,3,idle
