id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,play_sound,set_camera_shake,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/3/hide_char_id
d_nikke_sin_04_1,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_1,False,sin,1,idle,JailCorridor,1,1,1.0,bgm_story_kneeldownfools,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_2,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_2,True,,1,idle,,1,10,2.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_3,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_3,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_4,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_4,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_5,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_5,True,,1,surprise,,10,100,0.6,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_6,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_6,True,,1,surprise,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_7,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_7,True,,1,surprise,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_8,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_8,False,,1,surprise,,100,100,1.0,,d_nikke_sin_04_11,,,,,,,,,,,,,,,,,
d_nikke_sin_04_9,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_9,False,,1,surprise,,100,100,1.0,,d_nikke_sin_04_11,,,,,,,,,,,,,,,,,
d_nikke_sin_04_10,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_10,False,,1,surprise,,100,100,1.0,,d_nikke_sin_04_11,,,,,,,,,,,,,,,,,
d_nikke_sin_04_11,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_11,True,,1,smile,,100,100,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_12,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_12,True,,1,smile,,100,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_13,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_13,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_14,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_14,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_15,d_nikke_sin_04,Self,sin,Self,Locale_NikkeEpisode:d_nikke_sin_04_15,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_16,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_16,True,,1,shy,,10,10,2.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_17,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_17,True,,1,shy,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_18,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_18,True,,1,surprise,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_19,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_19,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_20,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_20,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_21,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_21,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_22,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_22,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_23,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_23,True,,1,smile,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_24,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_24,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_25,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_25,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_26,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_26,False,,1,delight,,10,10,1.0,,d_nikke_sin_04_29,,,,,,,,,,,,,,,,,
d_nikke_sin_04_27,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_27,False,,1,delight,,10,10,1.0,,d_nikke_sin_04_29,,,,,,,,,,,,,,,,,
d_nikke_sin_04_28,d_nikke_sin_04,Choice,sin,,Locale_NikkeEpisode:d_nikke_sin_04_28,False,,1,delight,,10,10,1.0,,d_nikke_sin_04_29,,,,,,,,,,,,,,,,,
d_nikke_sin_04_29,d_nikke_sin_04,Monologue,sin,Monologue,Locale_NikkeEpisode:d_nikke_sin_04_29,False,,1,delight,,10,XS_10,2.5,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_30,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_30,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_31,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_31,True,,1,smile,,XS_10,S_100,0.5,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_32,d_nikke_sin_04,Narration,sin,Narration,Locale_NikkeEpisode:d_nikke_sin_04_32,False,,1,smile,,S_100,10,0.5,,,sin,sfx_scn_heavytrip,Low_2,,,,,,,,,,,,,,
d_nikke_sin_04_33,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_33,True,sin,1,surprise,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_34,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_34,True,,1,surprise,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_35,d_nikke_sin_04,Self,sin,Self,Locale_NikkeEpisode:d_nikke_sin_04_35,False,,1,surprise,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_36,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_36,True,,1,shy,,10,1,2.0,,,,,,,,,,,,,,,,,,,
d_nikke_sin_04_37,d_nikke_sin_04,Speech,sin,sin,Locale_NikkeEpisode:d_nikke_sin_04_37,True,,1,shy,,1,1,1.0,,,,,,,,,,,,,,,,,,,
