id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_c_3_05_1,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_1,True,Park_n,10,10,1.0,bgm_story_tuffguys,,,,,c_3,1,idle,,poli,13,idle,,miranda,15,idle,
d_nikke_c_3_05_2,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_2,True,,10,10,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_3,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_3,True,,10,XS_130,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_4,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_4,True,,XS_130,S_150,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_5,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_5,True,,S_150,S_150,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_6,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_6,True,,10,10,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_7,d_nikke_c_3_05,Monologue,c_3,,Locale_NikkeEpisode:d_nikke_c_3_05_7,False,,10,100,2.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_8,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_8,True,,100,10,0.5,,,,,,,1,special,,,13,idle,,,15,idle,
d_nikke_c_3_05_9,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_9,True,,10,10,1.0,,,,,,,1,special,,,13,idle,,,15,idle,
d_nikke_c_3_05_10,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_10,True,,10,10,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_11,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_11,True,,S_150,S_150,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_12,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_12,True,,S_150,S_150,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_13,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_13,True,,S_150,S_150,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_14,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_14,True,,S_150,S_150,1.0,,,,,,,1,good,,,13,idle,,,15,delight,
d_nikke_c_3_05_15,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_15,True,,S_150,XS_130,2.0,,,,,,,1,good,,,13,idle,,,15,delight,
d_nikke_c_3_05_16,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_16,True,,XS_130,10,2.0,,,,,,,1,special,,,13,idle,,,15,delight,
d_nikke_c_3_05_17,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_17,True,,10,12,1.0,,,,,,,1,special,,,13,idle,,,15,idle,
d_nikke_c_3_05_18,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_18,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_19,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_19,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_20,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_20,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_21,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_21,True,,12,XS_130,1.0,none,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_22,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_22,True,,10,10,1.0,,,,,,,1,surprise,,,13,idle,,,15,idle,
d_nikke_c_3_05_23,d_nikke_c_3_05,Self,c_3,,Locale_NikkeEpisode:d_nikke_c_3_05_23,False,,10,10,1.0,,,,,,,1,surprise,,,13,idle,,,15,idle,
d_nikke_c_3_05_24,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_24,True,,10,12,1.0,,,,,,,1,surprise,,,13,idle,,,15,idle,
d_nikke_c_3_05_25,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_25,True,,12,12,1.0,,,,,,,1,surprise,,,13,idle,,,15,idle,
d_nikke_c_3_05_26,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_26,True,,12,12,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_27,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_27,True,,12,12,1.0,,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_28,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_28,True,,12,12,1.0,bgm_story_tuffguys,,,,,,1,idle,,,13,idle,,,15,idle,
d_nikke_c_3_05_29,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_29,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_30,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_30,True,,12,14,1.0,,,,,,,1,good,,,13,idle,,,15,shy,
d_nikke_c_3_05_31,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_31,True,,14,S_150,1.0,,,,,,,1,good,,,13,idle,,,15,delight,
d_nikke_c_3_05_32,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_32,True,,S_150,S_150,1.0,,,,,,,1,good,,,13,idle,,,15,delight,
d_nikke_c_3_05_33,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_33,True,,S_150,14,1.0,,,,,,,1,good,,,13,sad,,,15,delight,
d_nikke_c_3_05_34,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_34,True,,14,14,,,,,,,,1,good,,,13,sad,,,15,shy,
d_nikke_c_3_05_35,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_35,True,,14,14,1.0,,,,,,,1,good,,,13,sad,,,15,shy,
d_nikke_c_3_05_36,d_nikke_c_3_05,Narration,miranda,,Locale_NikkeEpisode:d_nikke_c_3_05_36,False,,14,14,1.0,,sfx_scn_alarm,,,,,1,idle,,,13,surprise,,,15,idle,
d_nikke_c_3_05_37,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_37,True,,14,14,1.0,,,,,,,1,idle,,,13,surprise,,,15,idle,
d_nikke_c_3_05_38,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_38,True,,14,14,1.0,,,,,,,1,idle,,,13,surprise,,,15,idle,
d_nikke_c_3_05_39,d_nikke_c_3_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_c_3_05_39,False,,14,XS_130,1.0,,sfx_scn_successsignal,,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_c_3_05_40,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_40,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_c_3_05_41,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_41,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,surprise,,,15,idle,
d_nikke_c_3_05_42,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_42,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,sad,,,15,idle,
d_nikke_c_3_05_43,d_nikke_c_3_05,Monologue,poli,,Locale_NikkeEpisode:d_nikke_c_3_05_43,False,,XS_130,XS_130,1.0,,sfx_scn_over,,,,,1,idle,,,13,sad,,,15,idle,
d_nikke_c_3_05_44,d_nikke_c_3_05,Self,poli,,Locale_NikkeEpisode:d_nikke_c_3_05_44,False,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,sad,,,15,idle,
d_nikke_c_3_05_45,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_45,True,,XS_130,XS_130,1.0,,,,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_c_3_05_46,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_46,True,,XS_130,14,1.0,,,,,,,1,idle,,,13,angry,,,15,idle,
d_nikke_c_3_05_47,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_47,True,,14,14,1.0,,,,,,,1,idle,,,13,sad,,,15,idle,
d_nikke_c_3_05_48,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_48,True,,14,12,2.0,,,,,,,1,idle,,,13,sad,,,15,idle,
d_nikke_c_3_05_49,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_49,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_50,d_nikke_c_3_05,Self,c_3,,Locale_NikkeEpisode:d_nikke_c_3_05_50,False,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_51,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_51,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_52,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_52,True,,12,12,1.0,,,,,,,1,good,,,13,idle,,,15,idle,
d_nikke_c_3_05_53,d_nikke_c_3_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_c_3_05_53,True,,12,14,1.0,,,,,,,1,good,,,13,idle,,,15,delight,
d_nikke_c_3_05_54,d_nikke_c_3_05,Monologue,miranda,,Locale_NikkeEpisode:d_nikke_c_3_05_54,False,,14,1,2.0,,,,,,,1,good,,,13,idle,poli,,15,delight,miranda
d_nikke_c_3_05_55,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_55,True,,1,1,1.0,,,,,,,1,good,,,,,,,,,
d_nikke_c_3_05_56,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_56,True,,1,1,1.0,,,,,,,1,good,,,,,,,,,
d_nikke_c_3_05_57,d_nikke_c_3_05,Monologue,c_3,,Locale_NikkeEpisode:d_nikke_c_3_05_57,False,,1,10,1.0,,,,,,,1,good,,,,,,,,,
d_nikke_c_3_05_58,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_58,True,,10,10,1.0,,,,,,,1,good,,,,,,,,,
d_nikke_c_3_05_59,d_nikke_c_3_05,Monologue,c_3,,Locale_NikkeEpisode:d_nikke_c_3_05_59,False,City_d,black,black,1.0,none,,,,,,1,good,,,,,,c_npc_2,3,idle,
d_nikke_c_3_05_60,d_nikke_c_3_05,Speech,c_npc_2,c_npc_2,Locale_NikkeEpisode:d_nikke_c_3_05_60,True,,30,30,1.0,,,black,,,,1,idle,,,,,,,3,idle,
d_nikke_c_3_05_61,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_61,True,,10,10,1.0,,,,,,,1,idle,,,,,,,3,idle,
d_nikke_c_3_05_62,d_nikke_c_3_05,Speech,c_npc_2,c_npc_2,Locale_NikkeEpisode:d_nikke_c_3_05_62,True,,30,30,1.0,,,,,,,1,idle,,,,,,,3,idle,
d_nikke_c_3_05_63,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_63,True,,30,2,1.0,,,,,,,1,smile,,,,,,,3,idle,
d_nikke_c_3_05_64,d_nikke_c_3_05,Speech,c_npc_2,c_npc_2,Locale_NikkeEpisode:d_nikke_c_3_05_64,True,,2,2,1.0,,,,,,,1,smile,,,,,,,3,idle,
d_nikke_c_3_05_65,d_nikke_c_3_05,Speech,c_3,c_3,Locale_NikkeEpisode:d_nikke_c_3_05_65,True,,2,10,2.0,,,,,,,1,idle,,,,,,,3,idle,
d_nikke_c_3_05_66,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_66,True,Park_n,black,black,1.0,,,,Grey,Vignetting,,1,idle,c_3,poli,13,idle,,,3,idle,c_npc_2
d_nikke_c_3_05_67,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_67,True,,XS_130,XS_130,1.0,,,,Grey,Vignetting,,,,,,13,idle,,,,,
d_nikke_c_3_05_68,d_nikke_c_3_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_c_3_05_68,True,,XS_130,XS_130,1.0,,,,Grey,Vignetting,,,,,,13,idle,,,,,
