id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker
treasurestory_viper_02_1,treasurestory_viper_02,Narration,Locale_NikkeEpisode:treasurestory_viper_02_1,False,CommanderRoom,black,black,1.0,sfx_scn_smallalarm,bgm_story_cosmos,,,,,
treasurestory_viper_02_2,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_2,False,,black,black,1.0,,,,,,,
treasurestory_viper_02_3,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_3,False,,black,black,1.0,,,,,,,
treasurestory_viper_02_4,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_4,False,,black,black,1.0,,,,,,,
treasurestory_viper_02_5,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_5,False,,140,140,1.0,,,,,,,
treasurestory_viper_02_6,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_6,False,,140,1400,1.0,,,,,,,
treasurestory_viper_02_7,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_7,False,,1400,1400,1.0,,,,,,,
treasurestory_viper_02_8,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_8,False,,1400,1400,1.0,,,,,,,
treasurestory_viper_02_9,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_9,False,,1400,1400,1.0,,,,,,,
treasurestory_viper_02_10,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_10,False,,1400,200,1.5,,,viper,2,good,,
treasurestory_viper_02_11,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_11,False,,200,20,0.5,,,,2,good,viper,
treasurestory_viper_02_12,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_12,False,,20,20,1.0,,,,2,good,viper,
treasurestory_viper_02_13,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_13,True,,20,20,1.0,,,,2,good,viper,viper
treasurestory_viper_02_14,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_14,True,,20,20,1.0,,,,2,good,viper,viper
treasurestory_viper_02_15,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_15,False,,20,20,1.0,,,,2,good,viper,
treasurestory_viper_02_16,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_16,True,,20,20,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_17,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_17,False,,20,20,1.0,,,,2,delight,viper,
treasurestory_viper_02_18,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_18,True,,20,20,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_19,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_19,True,,20,20,1.0,,,,2,delight,viper,viper
treasurestory_viper_02_20,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_20,True,,20,200,1.0,,,,2,shy,viper,viper
treasurestory_viper_02_21,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_21,False,,200,200,1.0,,,,2,shy,viper,
treasurestory_viper_02_22,treasurestory_viper_02,Monologue,Locale_NikkeEpisode:treasurestory_viper_02_22,False,,200,200,1.0,,,,2,shy,viper,
treasurestory_viper_02_23,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_23,False,,200,20,1.0,,,,2,shy,viper,
treasurestory_viper_02_24,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_24,True,,20,20,1.0,,,,2,good,viper,viper
treasurestory_viper_02_25,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_25,True,,20,20,1.0,,,,2,good,viper,viper
treasurestory_viper_02_26,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_26,True,,20,200,0.5,,,,2,delight,viper,viper
treasurestory_viper_02_27,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_27,False,,200,200,1.0,,,,2,delight,viper,
treasurestory_viper_02_28,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_28,False,,200,200,1.0,,,,2,delight,viper,
treasurestory_viper_02_29,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_29,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_30,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_30,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_31,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_31,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_32,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_32,True,,200,200,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_33,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_33,False,,200,200,1.0,,,,2,idle,viper,
treasurestory_viper_02_34,treasurestory_viper_02,Self,Locale_NikkeEpisode:treasurestory_viper_02_34,False,,200,200,1.0,,,,2,idle,viper,
treasurestory_viper_02_35,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_35,True,,200,20,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_36,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_36,True,,20,20,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_37,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_37,True,,20,20,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_38,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_38,True,,20,20,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_39,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_39,True,,20,20,1.0,,,,2,idle,viper,viper
treasurestory_viper_02_40,treasurestory_viper_02,Speech,Locale_NikkeEpisode:treasurestory_viper_02_40,True,,20,200,1.0,,,,2,idle,viper,viper
