id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade
treasurestory_bay_04_1,treasurestory_bay_04,Narration,unknown,Locale_NikkeEpisode:treasurestory_bay_04_1,False,bay,12,idle,ClothingStore,black,black,1.0,bgm_story_cottoncandy,,,,,,
treasurestory_bay_04_2,treasurestory_bay_04,Narration,unknown,Locale_NikkeEpisode:treasurestory_bay_04_2,False,,12,idle,,black,black,1.0,,sfx_scn_toyshopbell,,,,,
treasurestory_bay_04_3,treasurestory_bay_04,Self,unknown,Locale_NikkeEpisode:treasurestory_bay_04_3,False,,12,idle,,120,120,1.0,,,,,,,
treasurestory_bay_04_4,treasurestory_bay_04,Speech,unknown,Locale_NikkeEpisode:treasurestory_bay_04_4,False,,12,idle,,120,120,1.0,,,unknown,,,,
treasurestory_bay_04_5,treasurestory_bay_04,Self,unknown,Locale_NikkeEpisode:treasurestory_bay_04_5,False,,12,idle,,120,120,1.0,,,,,,,
treasurestory_bay_04_6,treasurestory_bay_04,Self,unknown,Locale_NikkeEpisode:treasurestory_bay_04_6,False,,12,idle,,120,120,1.0,,,,,,,
treasurestory_bay_04_7,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_7,True,,12,idle,,120,1,1.3,,,ein,ein,2,delight,
treasurestory_bay_04_8,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_8,True,,12,idle,,1,1,1.0,,,ein,,2,shy,
treasurestory_bay_04_9,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_9,True,,12,surprise,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_10,treasurestory_bay_04,Self,bay,Locale_NikkeEpisode:treasurestory_bay_04_10,False,,12,surprise,,1,1,1.0,,,,,2,shy,
treasurestory_bay_04_11,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_11,True,,12,idle,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_12,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_12,True,,12,idle,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_13,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_13,True,,12,idle,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_14,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_14,True,,12,idle,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_15,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_15,True,,12,idle,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_16,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_16,True,,12,idle,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_17,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_17,True,,12,idle,,1,1,1.0,,,ein,,2,surprise,
treasurestory_bay_04_18,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_18,True,,12,idle,,1,1,1.0,,,ein,,2,surprise,
treasurestory_bay_04_19,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_19,True,,12,idle,,1,1,1.0,,,ein,,2,shy,
treasurestory_bay_04_20,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_20,True,,12,idle,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_21,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_21,True,,12,idle,,1,20,1.3,,,ein,,2,delight,
treasurestory_bay_04_22,treasurestory_bay_04,Self,ein,Locale_NikkeEpisode:treasurestory_bay_04_22,False,,12,idle,,20,20,1.0,,,,,2,delight,
treasurestory_bay_04_23,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_23,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_24,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_24,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_25,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_25,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_26,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_26,True,,12,idle,,120,120,1.0,,,bay,,2,delight,
treasurestory_bay_04_27,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_27,True,,12,idle,,120,120,1.0,,,bay,,2,delight,
treasurestory_bay_04_28,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_28,True,,12,idle,,20,20,1.0,,,ein,,2,idle,
treasurestory_bay_04_29,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_29,True,,12,idle,,20,20,1.0,,,ein,,2,idle,
treasurestory_bay_04_30,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_30,True,,12,idle,,20,200,1.3,,,ein,,2,idle,
treasurestory_bay_04_31,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_31,True,,12,idle,,200,20,0.7,,,ein,,2,angry,
treasurestory_bay_04_32,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_32,True,,12,idle,,20,20,1.0,,,ein,,2,angry,
treasurestory_bay_04_33,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_33,True,,12,idle,,20,20,1.0,,,ein,,2,idle,
treasurestory_bay_04_34,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_34,True,,12,idle,,20,1,1.3,,,bay,,2,idle,
treasurestory_bay_04_35,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_35,True,,12,idle,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_36,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_36,True,,12,idle,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_37,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_37,True,,12,idle,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_38,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_38,True,,12,idle,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_39,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_39,True,,12,idle,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_40,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_40,True,,12,idle,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_41,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_41,True,,12,idle,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_42,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_42,True,,12,idle,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_43,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_43,True,,12,idle,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_44,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_44,True,,12,idle,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_45,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_45,True,,12,idle,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_46,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_46,False,,12,idle,,1,20,1.3,,,ein,,2,idle,
treasurestory_bay_04_47,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_47,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_48,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_48,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_49,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_49,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_50,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_50,True,,12,surprise,,120,120,1.0,,,bay,,2,delight,
treasurestory_bay_04_51,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_51,True,,12,surprise,,20,20,1.0,,,ein,,2,surprise,
treasurestory_bay_04_52,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_52,True,,12,surprise,,20,20,1.0,,,ein,,2,surprise,
treasurestory_bay_04_53,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_53,True,,12,surprise,,20,20,1.0,,,ein,,2,surprise,
treasurestory_bay_04_54,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_54,True,,12,idle,,20,1,1.3,,,bay,,2,surprise,
treasurestory_bay_04_55,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_55,True,,12,idle,,1,1,1.0,,,bay,,2,surprise,
treasurestory_bay_04_56,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_56,True,,12,idle,,1,1,1.0,,,bay,,2,surprise,
treasurestory_bay_04_57,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_57,True,,12,idle,,1,1,1.0,,,ein,,2,shy,
treasurestory_bay_04_58,treasurestory_bay_04,Monologue,ein,Locale_NikkeEpisode:treasurestory_bay_04_58,False,,12,idle,,black,black,1.0,,,,,2,shy,
treasurestory_bay_04_59,treasurestory_bay_04,Monologue,ein,Locale_NikkeEpisode:treasurestory_bay_04_59,False,,12,idle,,black,black,1.0,,,,,2,shy,
treasurestory_bay_04_60,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_60,True,,12,idle,,black,black,1.0,,,bay,,2,delight,
treasurestory_bay_04_61,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_61,True,,12,delight,,12,120,1.0,,sfx_scn_pompom3,bay,,2,delight,
treasurestory_bay_04_62,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_62,True,,12,delight,,20,20,1.0,,,ein,,2,surprise,
treasurestory_bay_04_63,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_63,True,,12,delight,,120,1200,1.0,,sfx_scn_pompom3,bay,,2,surprise,
treasurestory_bay_04_64,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_64,True,,12,delight,,20,20,1.0,,,ein,,2,surprise,
treasurestory_bay_04_65,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_65,True,,12,delight,,1200,120,1.3,,,bay,,2,shy,
treasurestory_bay_04_66,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_66,True,,12,delight,,120,1,1.3,,,ein,,2,shy,
treasurestory_bay_04_67,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_67,True,,12,sad,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_68,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_68,True,,12,sad,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_69,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_69,True,,12,sad,,1,1,1.0,,,bay,,2,shy,
treasurestory_bay_04_70,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_70,True,,12,sad,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_71,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_71,True,,12,sad,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_72,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_72,True,,12,sad,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_73,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_73,True,,12,sad,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_74,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_74,True,,12,sad,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_75,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_75,True,,12,sad,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_76,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_76,False,,12,sad,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_77,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_77,True,,12,sad,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_78,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_78,True,,12,sad,,1,1,1.0,,,bay,,2,idle,
treasurestory_bay_04_79,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_79,True,,12,sad,,1,1,1.0,,,ein,,2,idle,
treasurestory_bay_04_80,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_80,True,,12,sad,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_81,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_81,True,,12,sad,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_82,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_82,True,,12,idle,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_83,treasurestory_bay_04,Monologue,bay,Locale_NikkeEpisode:treasurestory_bay_04_83,False,,12,idle,,black,black,1.0,,,,,2,delight,
treasurestory_bay_04_84,treasurestory_bay_04,Monologue,bay,Locale_NikkeEpisode:treasurestory_bay_04_84,False,,12,idle,,black,black,1.0,,,,,2,delight,
treasurestory_bay_04_85,treasurestory_bay_04,Narration,bay,Locale_NikkeEpisode:treasurestory_bay_04_85,False,,12,idle,,black,black,1.0,,,,,2,delight,black
treasurestory_bay_04_86,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_86,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_87,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_87,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_88,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_88,True,,12,idle,,20,20,1.0,,,ein,,2,delight,
treasurestory_bay_04_89,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_89,True,,12,delight,,20,1,1.3,,,bay,,2,delight,
treasurestory_bay_04_90,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_90,True,,12,delight,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_91,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_91,True,,12,delight,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_92,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_92,True,,12,delight,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_93,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_93,True,,12,delight,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_94,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_94,True,,12,delight,,1,1,1.0,,,ein,,2,shy,
treasurestory_bay_04_95,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_95,True,,12,delight,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_96,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_96,True,,12,delight,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_97,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_97,True,,12,surprise,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_98,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_98,True,,12,surprise,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_99,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_99,True,,12,surprise,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_100,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_100,True,,12,surprise,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_101,treasurestory_bay_04,Speech,ein,Locale_NikkeEpisode:treasurestory_bay_04_101,True,,12,surprise,,1,1,1.0,,,ein,,2,delight,
treasurestory_bay_04_102,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_102,False,,12,surprise,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_103,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_103,True,,12,idle,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_104,treasurestory_bay_04,Speech,bay,Locale_NikkeEpisode:treasurestory_bay_04_104,True,,12,idle,,1,1,1.0,,,bay,,2,delight,
treasurestory_bay_04_105,treasurestory_bay_04,Self,bay,Locale_NikkeEpisode:treasurestory_bay_04_105,False,,12,idle,,1,1,1.0,,,,,2,delight,
