id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_laplace_03_1,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_1,True,TechIndoor,S_10,S_10,1.0,bgm_story_whosdumber,laplace,1,angry,,maxwell,13,angry
treasurestory_laplace_03_2,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_2,True,,S_10,S_100,1.0,,,1,angry,,,13,angry
treasurestory_laplace_03_3,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_3,True,,130,130,1.0,,,1,angry,,,13,angry
treasurestory_laplace_03_4,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_4,True,,S_100,S_10,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_5,treasurestory_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_03_5,False,,S_10,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_6,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_6,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_7,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_7,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_8,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_8,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_9,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_9,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_10,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_10,True,,12,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_11,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_11,True,,12,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_12,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_12,True,,12,12,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_13,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_13,True,,12,12,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_14,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_14,True,,12,130,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_15,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_15,True,,130,130,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_16,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_16,True,,130,S_10,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_17,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_17,True,,S_10,S_10,1.0,,,1,angry,,,13,angry
treasurestory_laplace_03_18,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_18,True,,130,130,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_19,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_19,True,,130,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_20,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_20,True,,12,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_21,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_21,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_22,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_22,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_23,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_23,True,,12,12,1.0,,,1,angry,,,13,sad
treasurestory_laplace_03_24,treasurestory_laplace_03,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_03_24,False,,12,12,1.0,,,1,angry,,,13,sad
treasurestory_laplace_03_25,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_25,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_26,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_26,True,,12,12,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_27,treasurestory_laplace_03,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_03_27,False,,12,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_28,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_28,True,,12,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_29,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_29,True,,12,12,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_30,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_30,True,,12,130,1.0,,,1,shy,,,13,sad
treasurestory_laplace_03_31,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_31,True,,130,S_10,1.0,,,1,shy,,,13,sad
treasurestory_laplace_03_32,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_32,True,,S_10,S_10,1.0,,,1,angry,,,13,sad
treasurestory_laplace_03_33,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_33,True,,130,130,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_34,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_34,True,,S_10,S_10,1.0,,,1,angry,,,13,idle
treasurestory_laplace_03_35,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_35,True,,130,1300,1.0,,,1,angry,,,13,angry
treasurestory_laplace_03_36,treasurestory_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_03_36,True,,S_10,S_100,1.0,,,1,shy,,,13,angry
treasurestory_laplace_03_37,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_37,True,,1300,1300,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_38,treasurestory_laplace_03,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_03_38,False,,1300,1300,1.0,,,1,shy,,,13,idle
treasurestory_laplace_03_39,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_39,True,,1300,130,1.0,,,1,angry,,,13,delight
treasurestory_laplace_03_40,treasurestory_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_03_40,True,,130,130,1.0,,,1,angry,,,13,idle
