id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_soda_twinklingbunny_04_1,d_nikke_soda_twinklingbunny_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_1,False,Hotel_n,1,1,1.0,bgm_story_destinedtofight,,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_2,d_nikke_soda_twinklingbunny_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_2,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_3,d_nikke_soda_twinklingbunny_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_3,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_4,d_nikke_soda_twinklingbunny_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_4,False,,1,1,1.0,,Red,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_5,d_nikke_soda_twinklingbunny_04,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_5,False,,1,1,1.0,,Red,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_6,d_nikke_soda_twinklingbunny_04,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_6,False,,1,1,1.0,,Red,sfx_scn_clock,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_7,d_nikke_soda_twinklingbunny_04,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_7,False,,1,1,1.0,,Red,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_8,d_nikke_soda_twinklingbunny_04,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_8,False,,1,1,1.0,,Red,sfx_scn_clock,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_9,d_nikke_soda_twinklingbunny_04,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_9,False,none,1,1,1.0,none,Red,,,,,,,,,,,
d_nikke_soda_twinklingbunny_04_10,d_nikke_soda_twinklingbunny_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_10,False,Hotel,1,1,1.0,,,,black,,,,,,,,,
d_nikke_soda_twinklingbunny_04_11,d_nikke_soda_twinklingbunny_04,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_04_11,False,,1,1,1.0,,,,,,,,,,,,,
