id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/2/hide_char_id,characters/3/hide_char_id,set_camera_shake
d_nikke_ce_003_01_04_1,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_1,True,soline,13,idle,ce_003_01,1,idle,MaidCafe,12,12,1.0,bgm_story_backtonormal,,,,,,,,,,,,
d_nikke_ce_003_01_04_2,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_2,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_3,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_3,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_4,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_4,True,,13,surprise,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_5,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_5,True,,13,surprise,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_6,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_6,True,,13,surprise,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_7,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_7,True,,13,angry,,1,idle,,12,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_8,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_8,True,,13,angry,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_9,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_9,True,,13,delight,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_10,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_10,True,,13,delight,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_11,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_11,True,,13,delight,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_12,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_12,True,,13,delight,,1,idle,,S_10,S_10,1.0,none,,,,,,,,,,,,
d_nikke_ce_003_01_04_13,d_nikke_ce_003_01_04,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_13,False,,13,idle,,1,idle,Station,black,black,1.0,,black,,,,,,,,,,,
d_nikke_ce_003_01_04_14,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_14,True,,13,idle,,1,idle,,12,12,1.0,bgm_story_sundayintheark,,,,,,,,,,,,
d_nikke_ce_003_01_04_15,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_15,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_16,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_16,True,,13,delight,,1,idle,,12,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_17,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_17,True,,13,idle,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_18,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_18,True,,13,idle,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_19,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_19,True,,13,idle,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_20,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_20,True,,13,idle,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_21,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_21,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_22,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_22,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_23,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_23,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_24,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_24,True,,13,delight,,1,surprise,,S_10,12,0.6,,,,,,,,,,,,,
d_nikke_ce_003_01_04_25,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_25,True,,13,delight,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_26,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_26,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_27,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_27,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_28,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_28,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_29,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_29,True,,13,idle,,1,idle,,12,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_30,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_30,True,,13,delight,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_31,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_31,True,,13,delight,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_32,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_32,True,,13,delight,,1,idle,,S_130,S_130,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_33,d_nikke_ce_003_01_04,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_33,False,,13,idle,,1,idle,,black,black,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_34,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_34,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_35,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_35,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_36,d_nikke_ce_003_01_04,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_04_36,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,,,,,,
d_nikke_ce_003_01_04_37,d_nikke_ce_003_01_04,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_04_37,False,,13,idle,,1,idle,,black,black,1.0,,,soline,malepassenger,15,idle,femalepassenger,17,idle,,,,
d_nikke_ce_003_01_04_38,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_38,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,sfx_scn_mic,,,
d_nikke_ce_003_01_04_39,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_39,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
d_nikke_ce_003_01_04_40,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_40,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
d_nikke_ce_003_01_04_41,d_nikke_ce_003_01_04,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_04_41,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
d_nikke_ce_003_01_04_42,d_nikke_ce_003_01_04,Speech,malepassenger,malepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_42,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,sfx_scn_noisily,,,
d_nikke_ce_003_01_04_43,d_nikke_ce_003_01_04,Speech,malepassenger,malepassenger,Locale_NikkeEpisode:d_nikke_ce_003_01_04_43,True,,,,,1,surprise,,16,16,1.0,,,,,15,idle,,17,idle,,,,
