id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_02_05_1,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_1,True,Park_n,1,1,1.0,bgm_story_weare,ce004_02_s,12,idle,ein,2,idle
d_nikke_ce004_02_05_2,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_2,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_3,d_nikke_ce004_02_05,Monologue,ce004_02_s,,Locale_NikkeEpisode:d_nikke_ce004_02_05_3,False,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_4,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_4,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_5,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_5,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_6,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_6,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_7,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_7,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_8,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_8,False,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_9,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_9,True,,1,20,1.0,,,12,idle,,2,no
d_nikke_ce004_02_05_10,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_10,True,,20,20,1.0,,,12,idle,,2,no
d_nikke_ce004_02_05_11,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_11,True,,120,120,1.0,none,,12,idle,,2,no
d_nikke_ce004_02_05_12,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_12,True,,120,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_13,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_13,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_14,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_14,True,,1,1,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_15,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_15,True,,1,120,1.0,bgm_story_inwonderland,,12,idle,,2,idle
d_nikke_ce004_02_05_16,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_16,True,,120,120,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_17,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_17,True,,120,120,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_18,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_18,True,,120,120,1.0,,,12,idle,,2,idle
d_nikke_ce004_02_05_19,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_19,True,,120,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_20,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_20,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_21,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_21,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_22,d_nikke_ce004_02_05,Monologue,ce004_02_s,,Locale_NikkeEpisode:d_nikke_ce004_02_05_22,False,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_23,d_nikke_ce004_02_05,Monologue,ce004_02_s,,Locale_NikkeEpisode:d_nikke_ce004_02_05_23,False,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_24,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_24,True,,1,20,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_25,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_25,True,,20,20,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_26,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_26,True,,20,20,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_27,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_27,True,,20,200,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_28,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_28,True,,200,200,1.0,,,12,idle,,2,shy
d_nikke_ce004_02_05_29,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_29,False,,200,1,1.0,,,12,idle,,2,shy
d_nikke_ce004_02_05_30,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_30,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_31,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_31,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_32,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_32,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_33,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_33,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_34,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_34,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_35,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_35,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_36,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_36,False,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_02_05_37,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_37,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_38,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_38,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_39,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_39,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_40,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_40,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_41,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_41,True,,1,1,1.0,,,12,idle,,2,shy
d_nikke_ce004_02_05_42,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_42,True,,1,1,1.0,,,12,idle,,2,shy
d_nikke_ce004_02_05_43,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_43,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_44,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_44,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_45,d_nikke_ce004_02_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ce004_02_05_45,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_02_05_46,d_nikke_ce004_02_05,Speech,ce004_02_s,ce004_02_s,Locale_NikkeEpisode:d_nikke_ce004_02_05_46,True,,1,1,1.0,,,12,idle,,2,surprise
