id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,jump_target,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ludmilla_winterowner_03_1,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_1,False,RoyalRoad,6,1,1.0,bgm_story_crawlinganxiety,Grey,,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_2,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_2,False,,1,1,1.0,,Grey,,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_3,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_3,False,,1,1,1.0,,,Red,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_4,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_4,False,,1,1,1.0,,,Red,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_5,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_5,False,,1,1,1.0,,,Red,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_6,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_6,False,,1,1,1.0,,,Red,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_7,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_7,False,,1,1,1.0,,,Red,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_8,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_8,False,,1,1,1.0,,,Red,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_9,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_9,False,,black,black,1.0,,,,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_10,d_nikke_ludmilla_winterowner_03,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_10,False,WaterFall_d,black,black,1.0,,,,,,,,,,,,,,,,
d_nikke_ludmilla_winterowner_03_11,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_11,False,,1,1,1.0,none,,,ludmilla_w,ludmilla_w,ludmilla_w,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_12,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_12,False,,1,1,1.0,bgm_story_fairytalesend_if,,,ludmilla_w,,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_13,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_13,False,,1,1,1.0,,,,ludmilla_w,,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_14,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_14,False,,1,1,1.0,,,,ludmilla_w,,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_15,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_15,False,,1,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_16,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_16,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_17,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_17,False,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_18,d_nikke_ludmilla_winterowner_03,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_18,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_19,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_19,False,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_20,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_20,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_21,d_nikke_ludmilla_winterowner_03,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_21,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_22,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_22,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_23,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_23,True,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_24,d_nikke_ludmilla_winterowner_03,Self,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_24,False,,10,10,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_25,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_25,True,,10,1,1.0,none,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_26,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_26,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_27,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_27,True,DiningRoom_d,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,black,,,,,,,
d_nikke_ludmilla_winterowner_03_28,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_28,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_29,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_29,False,,1,1,1.0,bgm_story_backtonormal,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_30,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_30,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_31,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_31,False,,1,1,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_32,d_nikke_ludmilla_winterowner_03,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_32,False,,1,1,1.0,,,,ludmilla_w,,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_33,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_33,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,think,,,,,,,,
d_nikke_ludmilla_winterowner_03_34,d_nikke_ludmilla_winterowner_03,Choice,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_34,False,,1,1,1.0,,,,ludmilla_w,,,1,think,,d_nikke_ludmilla_winterowner_03_36,,,,,,
d_nikke_ludmilla_winterowner_03_35,d_nikke_ludmilla_winterowner_03,Choice,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_35,False,,1,1,1.0,,,,ludmilla_w,,,1,think,,d_nikke_ludmilla_winterowner_03_38,,,,,,
d_nikke_ludmilla_winterowner_03_36,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_36,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_37,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_37,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,d_nikke_ludmilla_winterowner_03_40,,,,,,
d_nikke_ludmilla_winterowner_03_38,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_38,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,
d_nikke_ludmilla_winterowner_03_39,d_nikke_ludmilla_winterowner_03,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_winterowner_03_39,True,,1,1,1.0,,,,ludmilla_w,ludmilla_w,,1,idle,,d_nikke_ludmilla_winterowner_03_40,,,,,,
