id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_camera_shake,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_eunhwa_03_1,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_1,False,BriefingRoom,1,1,1.0,bgm_distress,Blur_Low,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_2,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_2,False,,1,1,1.0,,,Low_1,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_3,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_3,False,,1,15,1.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_4,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_4,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_5,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_5,True,,15,1,1.0,,,,ingrid,ingrid,ingrid,1,idle,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_6,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_6,False,,1,1,1.0,,,,ingrid,,,1,idle,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_7,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_7,True,,1,1,1.0,,,,ingrid,ingrid,,1,idle,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_8,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_8,True,,1,1,1.0,,,,ingrid,ingrid,,1,good,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_9,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_9,True,,1,1,1.0,,,,ingrid,ingrid,,1,good,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_10,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_10,False,,1,1,1.0,,,,ingrid,,,1,good,d_nikke_eunhwa_03_12,,,,,,,,,,,,,,
d_nikke_eunhwa_03_11,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_11,False,,1,1,1.0,,,,ingrid,,,1,good,d_nikke_eunhwa_03_12,,,,,,,,,,,,,,
d_nikke_eunhwa_03_12,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_12,False,,1,1,1.0,,,Low_2,ingrid,,,1,idle,,eunhwa,4,idle,,,,,,,,,,,
d_nikke_eunhwa_03_13,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_13,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_14,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_14,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,surprise,,,,,,,,,,,
d_nikke_eunhwa_03_15,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_15,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_16,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_16,True,,1,1,1.0,,,,ingrid,ingrid,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_17,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_17,True,,1,1,1.0,,,,ingrid,ingrid,,12,think,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_18,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_18,True,,1,1,1.0,,,,ingrid,ingrid,,12,think,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_19,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_19,True,,1,1,1.0,,,,ingrid,ingrid,,12,think,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_20,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_20,False,,1,1,1.0,,,,ingrid,,,12,think,d_nikke_eunhwa_03_22,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_21,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_21,False,,1,1,1.0,,,,ingrid,,,12,think,d_nikke_eunhwa_03_27,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_22,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_22,True,,1,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_23,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_23,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_24,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_24,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_25,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_25,True,,20,L_120,1.0,,,,ingrid,ingrid,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_26,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_26,True,,L_120,L_120,1.0,,,,ingrid,ingrid,,12,idle,d_nikke_eunhwa_03_28,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_27,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_27,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_28,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_28,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_29,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_29,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_30,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_30,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_31,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_31,True,,1,1,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_32,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_32,True,,1,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_33,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_33,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_34,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_34,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_35,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_35,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_36,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_36,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_37,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_37,False,TrainingField,black,black,1.0,bgm_story_fairytalesend_b,,,,,,12,idle,,,2,idle,eunhwa,ingrid,,,,,,,,,
d_nikke_eunhwa_03_38,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_38,True,,1,10,0.5,,,,grayowl,grayowl,redowl,3,idle,,grayowl,1,idle,,,purpleowl,14,idle,,,,,,
d_nikke_eunhwa_03_39,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_39,True,,10,3,1.0,,,,redowl,redowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_40,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_40,True,,3,3,1.0,,,,redowl,redowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_41,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_41,True,,10,10,1.0,,,,grayowl,grayowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_42,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_42,True,,10,10,1.0,,,,grayowl,grayowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_43,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_43,True,,10,10,1.0,,,,grayowl,grayowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_44,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_44,True,,10,30,1.0,,,,redowl,redowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_45,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_45,True,,30,S_300,0.5,,,,redowl,redowl,,3,idle,,,1,idle,,,,14,idle,sfx_scn_aim,,,,,
d_nikke_eunhwa_03_46,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_46,True,,S_300,140,0.5,,,Low_2,purpleowl,purpleowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_47,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_47,True,,140,140,1.0,,,,purpleowl,purpleowl,,3,idle,,,1,idle,,,,14,idle,,,,,,
d_nikke_eunhwa_03_48,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_48,False,,black,black,1.0,,,,,,,3,idle,,,1,idle,grayowl,redowl,,14,idle,sfx_scn_explosions,purpleowl,,,,
d_nikke_eunhwa_03_49,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_49,False,BriefingRoom,black,black,1.0,,,,,,ingrid,12,idle,,eunhwa,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_50,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_50,False,,L_120,L_120,1.0,none,,,ingrid,ingrid,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_51,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_51,False,,L_120,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_52,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_52,False,,20,20,1.0,,,,eunhwa,,,12,idle,d_nikke_eunhwa_03_54,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_53,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_53,False,,20,20,1.0,,,,eunhwa,,,12,idle,d_nikke_eunhwa_03_54,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_54,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_54,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_55,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_55,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_56,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_56,False,,20,1,1.0,,,,eunhwa,,,12,idle,,,2,idle,,,,,,sfx_scn_crackle,,,,,
d_nikke_eunhwa_03_57,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_57,True,,1,1,1.0,,,,purpleowl_op,purpleowl,,12,idle,,,2,idle,,,purpleowl_op,OP_leftup,idle,,,,,,
d_nikke_eunhwa_03_58,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_58,True,,1,1,1.0,,,,purpleowl_op,purpleowl,,12,idle,,,2,idle,,,,OP_leftup,idle,,,,,,
d_nikke_eunhwa_03_59,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_59,True,,1,1,1.0,,,,purpleowl_op,purpleowl,,12,idle,,,2,idle,,,,OP_leftup,idle,,,,,,
d_nikke_eunhwa_03_60,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_60,True,,1,1,1.0,,,,purpleowl_op,purpleowl,,12,idle,,,2,idle,,,,OP_leftup,idle,,,,,,
d_nikke_eunhwa_03_61,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_61,True,,1,1,1.0,,,,yellowowl_op,yellowowl,,12,idle,,,2,idle,,,,OP_leftup,idle,,purpleowl_op,yellowowl_op,OP_leftup,idle,
d_nikke_eunhwa_03_62,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_62,True,,1,1,1.0,,,,yellowowl_op,yellowowl,,12,idle,,,2,idle,,,,,,,,,OP_leftup,idle,
d_nikke_eunhwa_03_63,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_63,True,,1,1,1.0,,,,yellowowl_op,yellowowl,,12,idle,,,2,idle,,,,,,,,,OP_leftup,idle,
d_nikke_eunhwa_03_64,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_64,False,,1,12,1.0,,,,ingrid,ingrid,,12,think,,,2,idle,,,,,,,,,OP_leftup,idle,yellowowl_op
d_nikke_eunhwa_03_65,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_65,True,,12,L_120,1.0,,,,ingrid,ingrid,,12,think,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_66,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_66,True,,L_120,L_120,1.0,bgm_story_impression,,,ingrid,ingrid,,12,good,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_67,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_67,True,,L_120,L_120,1.0,,,,ingrid,ingrid,,12,good,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_68,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_68,True,,L_120,L_120,1.0,,,,ingrid,ingrid,,12,good,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_69,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_69,True,,L_120,20,1.0,,,,eunhwa,eunhwa,,12,good,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_70,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_70,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,good,,,2,delight,,,,,,,,,,,
d_nikke_eunhwa_03_71,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_71,False,,20,20,1.0,,,,eunhwa,,,12,idle,,,2,delight,,,,,,,,,,,
d_nikke_eunhwa_03_72,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_72,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_73,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_73,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,angry,,,,,,,,,,,
d_nikke_eunhwa_03_74,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_74,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_75,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_75,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_76,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_76,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_77,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_77,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_78,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_78,True,,20,20,1.0,,,,eunhwa,eunhwa,,12,idle,,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_79,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_79,False,,20,20,1.0,,,,eunhwa,,,12,idle,d_nikke_eunhwa_03_81,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_80,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_80,False,,20,20,1.0,,,,eunhwa,,,12,idle,d_nikke_eunhwa_03_81,,2,idle,,,,,,,,,,,
d_nikke_eunhwa_03_81,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_81,False,,black,black,1.0,,,,,,,12,idle,,,1,idle,eunhwa,ingrid,,,,,,,,,
d_nikke_eunhwa_03_82,d_nikke_eunhwa_03,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_03_82,False,,5,1,2.0,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_eunhwa_03_83,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_83,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,eunhwa,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_84,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_84,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_85,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_85,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_86,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_86,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_87,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_87,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_88,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_88,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_89,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_89,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_90,d_nikke_eunhwa_03,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_03_90,False,,1,1,1.0,,,,eunhwa,,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_91,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_91,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_92,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_92,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_93,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_93,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_94,d_nikke_eunhwa_03,Self,Locale_NikkeEpisode:d_nikke_eunhwa_03_94,False,,1,1,1.0,,,,eunhwa,,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_95,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_95,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_96,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_96,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,angry,,,,,,,,,,,
d_nikke_eunhwa_03_97,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_97,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_98,d_nikke_eunhwa_03,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_03_98,True,,1,1,1.0,,,,eunhwa,eunhwa,,,,,,1,idle,,,,,,,,,,,
d_nikke_eunhwa_03_99,d_nikke_eunhwa_03,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_03_99,False,,1,1,1.0,,,,eunhwa,,,,,d_nikke_eunhwa_03_101,,1,idle,,,,,,,,,,,
