id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_sin_05_1,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_1,False,Jail,1,1,1.0,bgm_recognition_underworld,,,,sin_op_c,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_2,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_2,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_3,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_3,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_4,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_4,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_5,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_5,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_6,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_6,False,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_7,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_7,True,,1,1,1.0,,,,,,OP_center,surprise,,,,,,,,,,,,
d_nikke_sin_05_8,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_8,False,,1,1,1.0,,,,,,OP_center,surprise,,,,,,,,,,,,
d_nikke_sin_05_9,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_9,False,,1,1,1.0,,,,,,OP_center,surprise,,,,,,,,,,,,
d_nikke_sin_05_10,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_10,False,,1,1,1.0,,,,,,OP_center,surprise,,,,,,,,,,,,
d_nikke_sin_05_11,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_11,False,,1,1,1.0,,,,,,OP_center,surprise,,,,,,,,,,,,
d_nikke_sin_05_12,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_12,False,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_13,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_13,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_14,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_14,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_15,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_15,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_16,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_16,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_17,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_17,False,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_18,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_18,True,,1,1,1.0,,,,,,OP_center,smile,,,,,,,,,,,,
d_nikke_sin_05_19,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_19,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_20,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_20,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_21,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_21,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_22,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_22,True,,1,1,1.0,,,,,,OP_center,smile,,,,,,,,,,,,
d_nikke_sin_05_23,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_23,True,,1,1,1.0,,,,,,OP_center,shy,,,,,,,,,,,,
d_nikke_sin_05_24,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_24,True,,1,1,1.0,,,,,,OP_center,shy,,,,,,,,,,,,
d_nikke_sin_05_25,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_25,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_26,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_26,True,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_27,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_27,False,,1,1,1.0,,,,,,OP_center,idle,,,,,,,,,,,,
d_nikke_sin_05_28,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_28,True,,1,1,1.0,,,,,,OP_center,smile,,,,,,,,,,,,
d_nikke_sin_05_29,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_29,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_30,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_30,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_31,d_nikke_sin_05,Speech,sin_op_c,sin_op_c,Locale_NikkeEpisode:d_nikke_sin_05_31,True,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
d_nikke_sin_05_32,d_nikke_sin_05,Self,,Self,Locale_NikkeEpisode:d_nikke_sin_05_32,False,,1,1,1.0,,,,,,OP_center,delight,,,,,,,,,,,,
