id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_privaty_unkindmaid_04_1,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_1,True,CommanderRoom,1,1,1.0,bgm_story_orangepop,,,privaty_m,1,idle,
d_nikke_privaty_unkindmaid_04_2,d_nikke_privaty_unkindmaid_04,Self,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_2,False,,1,1,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_3,d_nikke_privaty_unkindmaid_04,Monologue,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_3,False,,1,10,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_4,d_nikke_privaty_unkindmaid_04,Monologue,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_4,False,,10,10,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_5,d_nikke_privaty_unkindmaid_04,Self,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_5,False,,10,10,1.0,,,,,1,idle,
d_nikke_privaty_unkindmaid_04_6,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_6,True,,10,10,1.0,,,,,1,shy,
d_nikke_privaty_unkindmaid_04_7,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_7,True,,10,10,1.0,,,,,1,delight,
d_nikke_privaty_unkindmaid_04_8,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_8,True,,10,10,1.0,,,,,1,delight,
d_nikke_privaty_unkindmaid_04_9,d_nikke_privaty_unkindmaid_04,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_9,False,ShowerRoom,black,black,1.0,,,,,3,delight,
d_nikke_privaty_unkindmaid_04_10,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_10,True,,1,1,1.0,,,,,1,happy,
d_nikke_privaty_unkindmaid_04_11,d_nikke_privaty_unkindmaid_04,Speech,privaty_m,privaty_m,Locale_NikkeEpisode:d_nikke_privaty_unkindmaid_04_11,True,,1,1,1.0,,,,,1,happy,
