id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_neon_blueocean_04_1,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_1,True,LogHouseOut_s,XS_30,XS_30,1.0,bgm_story_herecomestrouble,,,neon_s,1,shy,liter_s,3,surprise
d_nikke_neon_blueocean_04_2,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_2,True,,XS_30,XS_30,1.0,,,,,1,shy,,3,surprise
d_nikke_neon_blueocean_04_3,d_nikke_neon_blueocean_04,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_3,True,,XS_30,XS_10,1.0,,,,,1,shy,,3,surprise
d_nikke_neon_blueocean_04_4,d_nikke_neon_blueocean_04,Choice,neon_s,,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_4,False,,XS_10,XS_10,1.0,,d_nikke_neon_blueocean_04_6,,,1,shy,,3,surprise
d_nikke_neon_blueocean_04_5,d_nikke_neon_blueocean_04,Choice,neon_s,,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_5,False,,XS_10,XS_10,1.0,,d_nikke_neon_blueocean_04_7,,,1,shy,,3,surprise
d_nikke_neon_blueocean_04_6,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_6,True,,XS_30,XS_30,1.0,,d_nikke_neon_blueocean_04_8,,,1,shy,,3,angry
d_nikke_neon_blueocean_04_7,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_7,True,,XS_30,XS_30,1.0,,,,,1,shy,,3,angry
d_nikke_neon_blueocean_04_8,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_8,True,,XS_30,XS_30,1.0,,,,,1,shy,,3,angry
d_nikke_neon_blueocean_04_9,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_9,True,,XS_30,XS_30,1.0,,,,,1,idle,,3,sorrow
d_nikke_neon_blueocean_04_10,d_nikke_neon_blueocean_04,Speech,liter_s,liter_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_10,True,,XS_30,XS_30,1.0,,,,,1,idle,,3,sorrow
d_nikke_neon_blueocean_04_11,d_nikke_neon_blueocean_04,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_11,True,,XS_30,XS_30,1.0,,,sfx_scn_dogbark,,1,surprise,,3,sorrow
d_nikke_neon_blueocean_04_12,d_nikke_neon_blueocean_04,Monologue,,,Locale_NikkeEpisode:d_nikke_neon_blueocean_04_12,False,,XS_30,XS_30,1.0,,,,,1,surprise,,3,sorrow
