id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_ludmilla_winterowner_08_1,d_counseling_ludmilla_winterowner_08,Monologue,0,Monologue,Locale_Counseling:d_counseling_ludmilla_winterowner_08_1,False,HotSpringInnIn_d,10,10,1.0,bgm_story_backtonormal,,,ludmilla_w,1,think,
d_counseling_ludmilla_winterowner_08_2,d_counseling_ludmilla_winterowner_08,Monologue,0,Monologue,Locale_Counseling:d_counseling_ludmilla_winterowner_08_2,False,,10,10,1.0,,,,,1,think,
d_counseling_ludmilla_winterowner_08_3,d_counseling_ludmilla_winterowner_08,Choice,100,Choice,Locale_Counseling:d_counseling_ludmilla_winterowner_08_3,False,,10,10,1.0,,d_counseling_ludmilla_winterowner_08_5,,,1,think,
d_counseling_ludmilla_winterowner_08_4,d_counseling_ludmilla_winterowner_08,Choice,120,Choice,Locale_Counseling:d_counseling_ludmilla_winterowner_08_4,False,,10,10,1.0,,d_counseling_ludmilla_winterowner_08_9,,,1,think,
d_counseling_ludmilla_winterowner_08_5,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_5,True,,10,100,1.0,,,ludmilla_w,,1,smile,
d_counseling_ludmilla_winterowner_08_6,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_6,True,,100,100,1.0,,,ludmilla_w,,1,think,
d_counseling_ludmilla_winterowner_08_7,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_7,True,,100,100,1.0,,,ludmilla_w,,1,think,
d_counseling_ludmilla_winterowner_08_8,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_8,True,,100,100,1.0,,d_counseling_ludmilla_winterowner_08_18,ludmilla_w,,1,think,
d_counseling_ludmilla_winterowner_08_9,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_9,True,,10,100,1.0,,,ludmilla_w,,1,idle,
d_counseling_ludmilla_winterowner_08_11,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_11,True,,100,100,1.0,,,ludmilla_w,,1,idle,
d_counseling_ludmilla_winterowner_08_12,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_12,True,,100,100,1.0,,,ludmilla_w,,1,think,
d_counseling_ludmilla_winterowner_08_13,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_13,True,,100,100,1.0,,,ludmilla_w,,1,think,
d_counseling_ludmilla_winterowner_08_14,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_14,True,,100,100,1.0,,,ludmilla_w,,1,idle,
d_counseling_ludmilla_winterowner_08_15,d_counseling_ludmilla_winterowner_08,Self,0,Self,Locale_Counseling:d_counseling_ludmilla_winterowner_08_15,False,,100,100,1.0,,,,,1,idle,
d_counseling_ludmilla_winterowner_08_16,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_16,True,,100,100,1.0,,,ludmilla_w,,1,smile,
d_counseling_ludmilla_winterowner_08_17,d_counseling_ludmilla_winterowner_08,Speech,0,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_08_17,True,,100,100,1.0,,,ludmilla_w,,1,smile,
d_counseling_ludmilla_winterowner_08_18,d_counseling_ludmilla_winterowner_08,Narration,0,Narration,Locale_Counseling:d_counseling_ludmilla_winterowner_08_18,False,none,100,100,1.0,,,,,1,idle,ludmilla_w
