id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mast_03_1,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_1,True,CommanderRoom_n,10,10,1.0,bgm_story_backtonormal,,,mast,1,angry,
d_counseling_mast_03_2,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_2,True,,10,10,1.0,,,,,1,angry,
d_counseling_mast_03_3,d_counseling_mast_03,Choice,100,mast,,Locale_Counseling:d_counseling_mast_03_3,False,,10,10,1.0,,d_counseling_mast_03_5,,,1,angry,
d_counseling_mast_03_4,d_counseling_mast_03,Choice,120,mast,,Locale_Counseling:d_counseling_mast_03_4,False,,10,10,1.0,,d_counseling_mast_03_8,,,1,angry,
d_counseling_mast_03_5,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_5,True,,10,100,1.0,,,,,1,delight,
d_counseling_mast_03_6,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_6,True,,100,100,1.0,,,,,1,delight,
d_counseling_mast_03_7,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_7,True,,100,100,1.0,,d_counseling_mast_03_17,,,1,delight,
d_counseling_mast_03_8,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_8,True,,10,100,1.0,,,,,1,angry,
d_counseling_mast_03_9,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_9,True,,100,100,1.0,,,,,1,angry,
d_counseling_mast_03_10,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_10,True,,100,100,1.0,,,,,1,angry,
d_counseling_mast_03_11,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_11,True,,100,100,1.0,,,Low_2,,1,angry,
d_counseling_mast_03_12,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_12,True,,100,100,1.0,,,,,1,angry,
d_counseling_mast_03_13,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_13,True,,100,100,1.0,,,,,1,angry,
d_counseling_mast_03_14,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_14,True,,100,100,1.0,,,,,1,angry,
d_counseling_mast_03_15,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_15,True,,100,100,1.0,,,,,1,angry,
d_counseling_mast_03_16,d_counseling_mast_03,Speech,0,mast,mast,Locale_Counseling:d_counseling_mast_03_16,True,,100,100,1.0,,d_counseling_mast_03_17,,,1,angry,
d_counseling_mast_03_17,d_counseling_mast_03,Narration,0,mast,,Locale_Counseling:d_counseling_mast_03_17,False,none,100,100,1.0,,,,,1,idle,mast
