id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_arcana_15_1,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_1,True,CommanderRoom,L_10,L_10,1.0,bgm_story_backtonormal,,arcana,1,idle,
d_counseling_arcana_15_2,d_counseling_arcana_15,Choice,100,arcana,,Locale_Counseling:d_counseling_arcana_15_2,False,,L_10,L_10,1.0,,d_counseling_arcana_15_4,,1,idle,
d_counseling_arcana_15_3,d_counseling_arcana_15,Choice,120,arcana,,Locale_Counseling:d_counseling_arcana_15_3,False,,L_10,L_10,1.0,,d_counseling_arcana_15_7,,1,idle,
d_counseling_arcana_15_4,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_4,True,,L_10,L_100,0.5,,,,1,angry,
d_counseling_arcana_15_5,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_5,True,,L_100,L_100,1.0,,,,1,angry,
d_counseling_arcana_15_6,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_6,True,,L_100,L_100,1.0,,d_counseling_arcana_15_12,,1,angry,
d_counseling_arcana_15_7,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_7,True,,L_10,L_100,1.0,,,,1,idle,
d_counseling_arcana_15_8,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_8,True,,L_100,L_100,1.0,,,,1,idle,
d_counseling_arcana_15_9,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_9,True,,L_100,L_100,1.0,,,,1,idle,
d_counseling_arcana_15_10,d_counseling_arcana_15,Self,0,arcana,,Locale_Counseling:d_counseling_arcana_15_10,False,,L_100,L_100,1.0,,,,1,idle,
d_counseling_arcana_15_11,d_counseling_arcana_15,Speech,0,arcana,arcana,Locale_Counseling:d_counseling_arcana_15_11,True,,L_100,L_100,1.0,,d_counseling_arcana_15_12,,1,smile,
d_counseling_arcana_15_12,d_counseling_arcana_15,Narration,0,arcana,,Locale_Counseling:d_counseling_arcana_15_12,False,none,L_100,L_100,1.0,,,,1,idle,arcana
