id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_d_killerwife_15_1,d_counseling_d_killerwife_15,Narration,0,Narration,Locale_Counseling:d_counseling_d_killerwife_15_1,False,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,d_w,1,special,
d_counseling_d_killerwife_15_2,d_counseling_d_killerwife_15,Monologue,0,Monologue,Locale_Counseling:d_counseling_d_killerwife_15_2,False,,10,10,1.0,,,,,1,special,
d_counseling_d_killerwife_15_3,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_3,True,,10,10,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_4,d_counseling_d_killerwife_15,Monologue,0,Monologue,Locale_Counseling:d_counseling_d_killerwife_15_4,False,,10,10,1.0,,,,,1,special,
d_counseling_d_killerwife_15_5,d_counseling_d_killerwife_15,Choice,100,Choice,Locale_Counseling:d_counseling_d_killerwife_15_5,False,,10,10,1.0,,,d_counseling_d_killerwife_15_7,,1,special,
d_counseling_d_killerwife_15_6,d_counseling_d_killerwife_15,Choice,120,Choice,Locale_Counseling:d_counseling_d_killerwife_15_6,False,,10,10,1.0,,,d_counseling_d_killerwife_15_13,,1,special,
d_counseling_d_killerwife_15_7,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_7,True,,10,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_8,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_8,True,,100,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_9,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_9,True,,100,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_10,d_counseling_d_killerwife_15,Monologue,0,Monologue,Locale_Counseling:d_counseling_d_killerwife_15_10,False,,100,100,1.0,,,,,1,special,
d_counseling_d_killerwife_15_11,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_11,True,,100,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_12,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_12,True,,100,100,1.0,,d,d_counseling_d_killerwife_15_18,,1,special,
d_counseling_d_killerwife_15_13,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_13,True,,10,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_14,d_counseling_d_killerwife_15,Monologue,0,Monologue,Locale_Counseling:d_counseling_d_killerwife_15_14,False,,100,100,1.0,,,,,1,special,
d_counseling_d_killerwife_15_15,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_15,True,,100,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_16,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_16,True,,100,100,1.0,,d,,,1,special,
d_counseling_d_killerwife_15_17,d_counseling_d_killerwife_15,Speech,0,d_w,Locale_Counseling:d_counseling_d_killerwife_15_17,True,,100,100,1.0,,d,d_counseling_d_killerwife_15_18,,1,special,
d_counseling_d_killerwife_15_18,d_counseling_d_killerwife_15,Monologue,0,Monologue,Locale_Counseling:d_counseling_d_killerwife_15_18,False,,100,100,1.0,,,,,1,special,
d_counseling_d_killerwife_15_19,d_counseling_d_killerwife_15,Narration,0,Narration,Locale_Counseling:d_counseling_d_killerwife_15_19,False,none,100,100,1.0,,,,,1,special,d_w
