id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_rouge_07_1,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,rouge,1,idle,
d_counseling_rouge_07_2,d_counseling_rouge_07,Narration,0,Narration,,Locale_Counseling:d_counseling_rouge_07_2,False,,10,10,1.0,,,,1,idle,
d_counseling_rouge_07_3,d_counseling_rouge_07,Monologue,0,Monologue,,Locale_Counseling:d_counseling_rouge_07_3,False,,10,10,1.0,,,,1,idle,
d_counseling_rouge_07_4,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_4,True,,10,10,1.0,,,,1,idle,
d_counseling_rouge_07_5,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_5,True,,10,10,1.0,,,,1,idle,
d_counseling_rouge_07_6,d_counseling_rouge_07,Choice,100,Choice,,Locale_Counseling:d_counseling_rouge_07_6,False,,10,10,1.0,,d_counseling_rouge_07_8,,1,idle,
d_counseling_rouge_07_7,d_counseling_rouge_07,Choice,120,Choice,,Locale_Counseling:d_counseling_rouge_07_7,False,,10,10,1.0,,d_counseling_rouge_07_12,,1,idle,
d_counseling_rouge_07_8,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_8,True,,10,100,1.0,,,,1,surprise,
d_counseling_rouge_07_9,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_9,True,,100,100,1.0,,,,1,idle,
d_counseling_rouge_07_10,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_10,True,,100,100,1.0,,,,1,idle,
d_counseling_rouge_07_11,d_counseling_rouge_07,Self,0,Self,,Locale_Counseling:d_counseling_rouge_07_11,False,,100,100,1.0,,d_counseling_rouge_07_15,,1,idle,
d_counseling_rouge_07_12,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_12,True,,10,100,1.0,,,,1,idle,
d_counseling_rouge_07_13,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_13,True,,100,100,1.0,,,,1,idle,
d_counseling_rouge_07_14,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_14,True,,100,100,1.0,,d_counseling_rouge_07_15,,1,idle,
d_counseling_rouge_07_15,d_counseling_rouge_07,Speech,0,rouge,rouge,Locale_Counseling:d_counseling_rouge_07_15,True,,100,100,1.0,,,,1,idle,
d_counseling_rouge_07_16,d_counseling_rouge_07,Narration,0,Narration,,Locale_Counseling:d_counseling_rouge_07_16,False,none,100,100,1.0,,,,1,idle,rouge
