id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_littlemermaid_08_1,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_1,False,TreeOfWater,L_10,L_10,1.0,event_bgm_oldtales_beautifulthing,,,littlemermaid,1,idle,
d_counseling_littlemermaid_08_2,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_2,True,,L_10,L_10,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_08_3,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_3,False,,L_10,L_10,1.0,,littlemermaid,,,1,surprise,
d_counseling_littlemermaid_08_4,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_4,False,,L_10,L_10,1.0,,,,,1,surprise,
d_counseling_littlemermaid_08_5,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_5,True,,L_10,L_10,1.0,,littlemermaid,,,1,surprise,
d_counseling_littlemermaid_08_6,d_counseling_littlemermaid_08,Choice,100,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_6,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_08_8,,1,surprise,
d_counseling_littlemermaid_08_7,d_counseling_littlemermaid_08,Choice,120,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_7,False,,L_10,L_10,1.0,,none,d_counseling_littlemermaid_08_13,,1,surprise,
d_counseling_littlemermaid_08_8,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_8,False,,L_10,L_100,1.0,,littlemermaid,,,1,rage,
d_counseling_littlemermaid_08_9,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_9,False,,L_100,L_100,1.0,,,,,1,rage,
d_counseling_littlemermaid_08_10,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_10,False,,L_100,L_100,1.0,,,,,1,rage,
d_counseling_littlemermaid_08_11,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_11,True,,L_100,L_100,1.0,,littlemermaid,,,1,think,
d_counseling_littlemermaid_08_12,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_12,True,,L_100,L_100,1.0,,littlemermaid,d_counseling_littlemermaid_08_18,,1,think,
d_counseling_littlemermaid_08_13,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_13,False,,L_10,L_100,1.0,,,,,1,idle,
d_counseling_littlemermaid_08_14,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_14,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_08_15,d_counseling_littlemermaid_08,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_15,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_08_16,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_16,False,,L_100,L_100,1.0,,,,,1,idle,
d_counseling_littlemermaid_08_17,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_17,False,,L_100,L_100,1.0,,,d_counseling_littlemermaid_08_18,,1,idle,
d_counseling_littlemermaid_08_18,d_counseling_littlemermaid_08,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_08_18,False,none,L_100,L_100,1.0,,,,,1,idle,littlemermaid
