id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mica_03_1,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_1,True,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,mica,1,worry,
d_counseling_mica_03_2,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_2,True,,XS_10,XS_10,1.0,,,,1,worry,
d_counseling_mica_03_3,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_3,True,,XS_10,XS_10,1.0,,,,1,worry,
d_counseling_mica_03_4,d_counseling_mica_03,Choice,120,mica,,Locale_Counseling:d_counseling_mica_03_4,False,,XS_10,XS_10,1.0,,d_counseling_mica_03_6,,1,worry,
d_counseling_mica_03_5,d_counseling_mica_03,Choice,100,mica,,Locale_Counseling:d_counseling_mica_03_5,False,,XS_10,XS_10,1.0,,d_counseling_mica_03_10,,1,worry,
d_counseling_mica_03_6,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_6,True,,XS_10,XS_100,1.0,,,,1,delight,
d_counseling_mica_03_7,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_7,True,,XS_100,XS_100,1.0,,,,1,delight,
d_counseling_mica_03_8,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_8,True,,XS_100,XS_100,1.0,,,,1,worry,
d_counseling_mica_03_9,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_9,True,,XS_100,XS_100,1.0,,d_counseling_mica_03_12,,1,worry,
d_counseling_mica_03_10,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_10,True,,XS_10,XS_100,1.0,,,,1,idle,
d_counseling_mica_03_11,d_counseling_mica_03,Speech,0,mica,mica,Locale_Counseling:d_counseling_mica_03_11,True,,XS_100,XS_100,1.0,,,,1,idle,
d_counseling_mica_03_12,d_counseling_mica_03,Narration,0,mica,,Locale_Counseling:d_counseling_mica_03_12,False,none,XS_100,XS_100,1.0,,,,1,worry,mica
