id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_sakura_20_1,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,sakura,1,idle,
d_counseling_sakura_20_2,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_2,True,,10,10,1.0,,,,,1,idle,
d_counseling_sakura_20_3,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_3,True,,10,10,1.0,,,,,1,idle,
d_counseling_sakura_20_4,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_4,True,,10,10,1.0,,,,,1,idle,
d_counseling_sakura_20_5,d_counseling_sakura_20,Choice,100,sakura,,Locale_Counseling:d_counseling_sakura_20_5,False,,10,10,1.0,,d_counseling_sakura_20_7,,,1,idle,
d_counseling_sakura_20_6,d_counseling_sakura_20,Choice,120,sakura,,Locale_Counseling:d_counseling_sakura_20_6,False,,10,10,1.0,,d_counseling_sakura_20_9,,,1,idle,
d_counseling_sakura_20_7,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_7,True,,10,100,1.0,,,,,1,idle,
d_counseling_sakura_20_8,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_8,True,,100,100,1.0,,d_counseling_sakura_20_17,,,1,idle,
d_counseling_sakura_20_9,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_9,True,,10,10,1.0,,,,,1,delight,
d_counseling_sakura_20_10,d_counseling_sakura_20,Monologue,0,sakura,,Locale_Counseling:d_counseling_sakura_20_10,False,,10,100,1.0,,,,,1,delight,
d_counseling_sakura_20_11,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_11,True,,100,100,1.0,,,,,1,delight,
d_counseling_sakura_20_12,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_12,True,,100,100,1.0,,,,,1,delight,
d_counseling_sakura_20_13,d_counseling_sakura_20,Monologue,0,sakura,,Locale_Counseling:d_counseling_sakura_20_13,False,,100,100,1.0,,,,,1,delight,
d_counseling_sakura_20_14,d_counseling_sakura_20,Self,0,sakura,,Locale_Counseling:d_counseling_sakura_20_14,False,,100,100,1.0,,,Low_2,,1,surprise,
d_counseling_sakura_20_15,d_counseling_sakura_20,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_20_15,True,,100,100,1.0,,,,,1,surprise,
d_counseling_sakura_20_16,d_counseling_sakura_20,Self,0,sakura,,Locale_Counseling:d_counseling_sakura_20_16,False,,100,100,1.0,,,,,1,surprise,
d_counseling_sakura_20_17,d_counseling_sakura_20,Narration,0,sakura,,Locale_Counseling:d_counseling_sakura_20_17,False,none,100,100,1.0,,,,,1,idle,sakura
