id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_littlemermaid_07_1,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_1,False,TreeOfWater,black,black,1.0,event_bgm_oldtales_beautifulthing,,,littlemermaid,1,idle,
d_counseling_littlemermaid_07_2,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_2,False,,black,black,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_07_3,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_3,False,,black,black,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_07_4,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_4,False,,black,black,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_5,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_5,False,,black,black,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_6,d_counseling_littlemermaid_07,Choice,120,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_6,False,,black,black,1.0,,none,d_counseling_littlemermaid_07_8,,1,idle,
d_counseling_littlemermaid_07_7,d_counseling_littlemermaid_07,Choice,100,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_7,False,,black,black,1.0,,none,d_counseling_littlemermaid_07_13,,1,idle,
d_counseling_littlemermaid_07_8,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_8,True,,L_10,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_07_9,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_9,False,,L_100,L_100,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_10,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_10,False,,L_100,L_100,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_11,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_11,True,,L_100,L_100,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_07_12,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_12,True,,L_100,L_100,1.0,,littlemermaid,d_counseling_littlemermaid_07_21,,1,idle,
d_counseling_littlemermaid_07_13,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_13,False,,black,black,1.0,,littlemermaid,,,1,idle,
d_counseling_littlemermaid_07_14,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_14,False,,black,black,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_15,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_15,False,,black,black,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_16,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_16,False,,black,black,1.0,,,,,1,idle,
d_counseling_littlemermaid_07_17,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_17,True,,L_10,L_100,0.5,,littlemermaid,,,1,surprise,
d_counseling_littlemermaid_07_18,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_18,False,,L_100,L_100,1.0,,,,,1,surprise,
d_counseling_littlemermaid_07_19,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_19,True,,L_100,L_100,1.0,,littlemermaid,,,1,surprise,
d_counseling_littlemermaid_07_20,d_counseling_littlemermaid_07,Speech,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_20,True,,L_100,L_100,1.0,,littlemermaid,d_counseling_littlemermaid_07_21,,1,surprise,
d_counseling_littlemermaid_07_21,d_counseling_littlemermaid_07,Narration,0,littlemermaid,Locale_Counseling:d_counseling_littlemermaid_07_21,False,none,L_100,L_100,1.0,,,,,1,idle,littlemermaid
