id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,jump_target
d_counseling_snowwhite_young_03_1,d_counseling_snowwhite_young_03,Narration,0,snowwhite,Narration,Locale_Counseling:d_counseling_snowwhite_young_03_1,False,snowwhite,1,pain,black,L_10,L_10,1.0,event_bgm_redash_alldownhill,,
d_counseling_snowwhite_young_03_2,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_2,True,snowwhite_o,1,shy,BattleShipBridge,L_10,S_10,1.0,,snowwhite,
d_counseling_snowwhite_young_03_3,d_counseling_snowwhite_young_03,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_03_3,False,,1,shy,,S_10,S_10,1.0,,,
d_counseling_snowwhite_young_03_4,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_4,True,,1,shy,,S_10,S_10,1.0,,,
d_counseling_snowwhite_young_03_5,d_counseling_snowwhite_young_03,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_03_5,False,,1,shy,,S_10,S_10,1.0,,,
d_counseling_snowwhite_young_03_6,d_counseling_snowwhite_young_03,Choice,120,snowwhite_o,,Locale_Counseling:d_counseling_snowwhite_young_03_6,False,,1,shy,,S_10,S_10,1.0,,,d_counseling_snowwhite_young_03_8
d_counseling_snowwhite_young_03_7,d_counseling_snowwhite_young_03,Choice,100,snowwhite_o,,Locale_Counseling:d_counseling_snowwhite_young_03_7,False,,1,shy,,S_10,S_10,1.0,,,d_counseling_snowwhite_young_03_12
d_counseling_snowwhite_young_03_8,d_counseling_snowwhite_young_03,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_03_8,False,,1,shy,,S_10,S_100,1.0,,,
d_counseling_snowwhite_young_03_9,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_9,True,,1,special,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_10,d_counseling_snowwhite_young_03,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_03_10,False,,1,special,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_11,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_11,True,,1,delight,,S_100,S_100,1.0,,,d_counseling_snowwhite_young_03_19
d_counseling_snowwhite_young_03_12,d_counseling_snowwhite_young_03,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_03_12,False,,1,shy,,S_10,S_100,1.0,,,
d_counseling_snowwhite_young_03_13,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_13,True,,1,special,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_14,d_counseling_snowwhite_young_03,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_03_14,False,,1,special,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_15,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_15,True,,1,surprise,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_16,d_counseling_snowwhite_young_03,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_03_16,False,,1,surprise,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_17,d_counseling_snowwhite_young_03,Self,0,snowwhite_o,Self,Locale_Counseling:d_counseling_snowwhite_young_03_17,False,,1,surprise,,S_100,S_100,1.0,,,
d_counseling_snowwhite_young_03_18,d_counseling_snowwhite_young_03,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_03_18,False,,1,no,,S_100,S_100,1.0,,,d_counseling_snowwhite_young_03_19
d_counseling_snowwhite_young_03_19,d_counseling_snowwhite_young_03,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_03_19,False,,1,idle,none,S_100,S_100,1.0,,snowwhite_o,
