id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/hide_char_id
d_counseling_ludmilla_winterowner_11_1,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_1,True,ludmilla_w,1,think,HotSpringInnIn_d,10,10,1.0,bgm_story_backtonormal,,,
d_counseling_ludmilla_winterowner_11_2,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_2,True,,1,think,,10,10,1.0,,,,
d_counseling_ludmilla_winterowner_11_3,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_3,True,,1,think,,10,10,1.0,,,,
d_counseling_ludmilla_winterowner_11_4,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_4,True,,1,think,,10,10,1.0,,,,
d_counseling_ludmilla_winterowner_11_5,d_counseling_ludmilla_winterowner_11,Choice,100,Choice,,Locale_Counseling:d_counseling_ludmilla_winterowner_11_5,False,,1,think,,10,10,1.0,,d_counseling_ludmilla_winterowner_11_7,,
d_counseling_ludmilla_winterowner_11_6,d_counseling_ludmilla_winterowner_11,Choice,120,Choice,,Locale_Counseling:d_counseling_ludmilla_winterowner_11_6,False,,1,think,,10,10,1.0,,d_counseling_ludmilla_winterowner_11_11,,
d_counseling_ludmilla_winterowner_11_7,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_7,True,,1,surprise,,10,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_8,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_8,True,,1,think,,100,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_9,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_9,True,,1,think,,100,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_10,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_10,True,,1,think,,100,100,1.0,,d_counseling_ludmilla_winterowner_11_17,,
d_counseling_ludmilla_winterowner_11_11,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_11,True,,1,delight,,10,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_12,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_12,True,,1,delight,,100,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_13,d_counseling_ludmilla_winterowner_11,Narration,0,Narration,,Locale_Counseling:d_counseling_ludmilla_winterowner_11_13,False,,1,surprise,,100,100,1.0,,,Low_2,
d_counseling_ludmilla_winterowner_11_14,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_14,True,,1,surprise,,100,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_15,d_counseling_ludmilla_winterowner_11,Self,0,Self,,Locale_Counseling:d_counseling_ludmilla_winterowner_11_15,False,,1,surprise,,100,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_16,d_counseling_ludmilla_winterowner_11,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_11_16,False,,1,sad,,100,100,1.0,,,,
d_counseling_ludmilla_winterowner_11_17,d_counseling_ludmilla_winterowner_11,Narration,0,Narration,,Locale_Counseling:d_counseling_ludmilla_winterowner_11_17,False,,1,idle,none,100,100,1.0,,,,ludmilla_w
