id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/hide_char_id
d_counseling_kilo_09_1,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_1,True,kilo,1,idle,talos,13,idle,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,,
d_counseling_kilo_09_2,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_2,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,
d_counseling_kilo_09_3,d_counseling_kilo_09,Choice,100,Choice,,Locale_Counseling:d_counseling_kilo_09_3,False,,1,idle,,13,idle,,S_10,S_10,1.0,,d_counseling_kilo_09_5,,
d_counseling_kilo_09_4,d_counseling_kilo_09,Choice,120,Choice,,Locale_Counseling:d_counseling_kilo_09_4,False,,1,idle,,13,idle,,S_10,S_10,1.0,,d_counseling_kilo_09_7,,
d_counseling_kilo_09_5,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_5,True,,1,idle,,13,idle,,S_10,S_100,1.0,,,,
d_counseling_kilo_09_6,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_6,True,,1,idle,,13,idle,,S_100,S_100,1.0,,d_counseling_kilo_09_10,,
d_counseling_kilo_09_7,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_7,True,,1,delight,,13,idle,,S_10,S_100,1.0,,,,
d_counseling_kilo_09_8,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_8,True,,1,smile,,13,idle,,S_100,S_100,1.0,,,,
d_counseling_kilo_09_9,d_counseling_kilo_09,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_09_9,True,,1,smile,,13,idle,,S_100,S_100,1.0,,d_counseling_kilo_09_10,,
d_counseling_kilo_09_10,d_counseling_kilo_09,Narration,0,Narration,,Locale_Counseling:d_counseling_kilo_09_10,False,,1,idle,,13,idle,none,S_100,S_100,1.0,,,kilo,talos
