id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_nihilister_17_1,d_counseling_nihilister_17,Self,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_1,False,Volcano_03,10,10,1.0,bgm_volcanicnest,,,nihilister,1,idle,
d_counseling_nihilister_17_2,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_2,True,,10,10,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_17_3,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_3,True,,10,10,1.0,,nihilister,,,1,angry2,
d_counseling_nihilister_17_4,d_counseling_nihilister_17,Choice,100,nihilister,Locale_Counseling:d_counseling_nihilister_17_4,False,,10,10,1.0,,,d_counseling_nihilister_17_6,,1,angry2,
d_counseling_nihilister_17_5,d_counseling_nihilister_17,Choice,120,nihilister,Locale_Counseling:d_counseling_nihilister_17_5,False,,10,10,1.0,,,d_counseling_nihilister_17_10,,1,angry2,
d_counseling_nihilister_17_6,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_6,True,,10,100,1.0,,nihilister,,,1,smile,
d_counseling_nihilister_17_7,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_7,True,,100,100,1.0,,nihilister,,,1,shy,
d_counseling_nihilister_17_8,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_8,True,,100,100,1.0,,nihilister,,,1,idle,
d_counseling_nihilister_17_9,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_9,True,,100,100,1.0,,nihilister,d_counseling_nihilister_17_13,,1,idle,
d_counseling_nihilister_17_10,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_10,True,,10,100,1.0,,nihilister,,,1,smile,
d_counseling_nihilister_17_11,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_11,True,,100,100,1.0,,nihilister,,,1,idle,
d_counseling_nihilister_17_12,d_counseling_nihilister_17,Speech,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_12,True,,100,100,1.0,,nihilister,,,1,shy,
d_counseling_nihilister_17_13,d_counseling_nihilister_17,Monologue,0,nihilister,Locale_Counseling:d_counseling_nihilister_17_13,False,none,100,100,1.0,,,,,1,idle,nihilister
