id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/hide_char_id
d_Counseling_elegg_boomandshock_11_01,d_Counseling_elegg_boomandshock_11,Narration,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_01,False,elegg_s,1,sad,Deck_d,S_100,S_100,1.0,bgm_story_summermood,,,
d_Counseling_elegg_boomandshock_11_02,d_Counseling_elegg_boomandshock_11,Monologue,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_02,False,,1,sad,,S_100,S_100,1.0,,,,
d_Counseling_elegg_boomandshock_11_03,d_Counseling_elegg_boomandshock_11,Self,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_03,False,,1,sad,,S_100,S_100,1.0,,,,
d_Counseling_elegg_boomandshock_11_04,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_04,True,,1,idle,,S_100,S_10,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_05,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_05,True,,1,idle,,S_10,S_10,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_06,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_06,True,,1,idle,,S_10,S_10,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_07,d_Counseling_elegg_boomandshock_11,Choice,120,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_07,False,,1,idle,,S_10,S_10,1.0,,,d_Counseling_elegg_boomandshock_11_09,
d_Counseling_elegg_boomandshock_11_08,d_Counseling_elegg_boomandshock_11,Choice,100,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_08,False,,1,idle,,S_10,S_10,1.0,,,d_Counseling_elegg_boomandshock_11_13,
d_Counseling_elegg_boomandshock_11_09,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_09,True,,1,idle,,S_10,S_100,0.5,,elegg_s,,
d_Counseling_elegg_boomandshock_11_10,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_10,True,,1,idle,,S_100,S_100,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_11,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_11,True,,1,idle,,S_100,S_100,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_12,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_12,True,,1,idle,,S_100,S_100,1.0,,elegg_s,d_Counseling_elegg_boomandshock_11_17,
d_Counseling_elegg_boomandshock_11_13,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_13,True,,1,sad,,S_10,S_10,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_14,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_14,True,,1,sad,,S_10,S_100,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_15,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_15,True,,1,sad,,S_100,S_100,1.0,,elegg_s,,
d_Counseling_elegg_boomandshock_11_16,d_Counseling_elegg_boomandshock_11,Speech,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_16,True,,1,sad,,S_100,S_100,1.0,,elegg_s,d_Counseling_elegg_boomandshock_11_17,
d_Counseling_elegg_boomandshock_11_17,d_Counseling_elegg_boomandshock_11,Narration,0,elegg_s,Locale_Counseling:d_Counseling_elegg_boomandshock_11_17,False,,1,idle,none,S_100,S_100,1.0,,,,elegg_s
