id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mast_07_1,d_counseling_mast_07,Monologue,0,mast,Locale_Counseling:d_counseling_mast_07_1,False,CommanderRoom,black,black,1.0,bgm_story_backtonormal,,,mast,1,idle,
d_counseling_mast_07_2,d_counseling_mast_07,Monologue,0,mast,Locale_Counseling:d_counseling_mast_07_2,False,,black,black,1.0,,,,,1,idle,
d_counseling_mast_07_3,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_3,True,,10,10,1.0,,mast,,,1,delight,
d_counseling_mast_07_4,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_4,True,,10,10,1.0,,mast,,,1,delight,
d_counseling_mast_07_5,d_counseling_mast_07,Choice,100,mast,Locale_Counseling:d_counseling_mast_07_5,False,,10,10,1.0,,,d_counseling_mast_07_7,,1,delight,
d_counseling_mast_07_6,d_counseling_mast_07,Choice,120,mast,Locale_Counseling:d_counseling_mast_07_6,False,,10,10,1.0,,,d_counseling_mast_07_12,,1,delight,
d_counseling_mast_07_7,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_7,True,,10,100,1.0,,mast,,,1,surprise,
d_counseling_mast_07_8,d_counseling_mast_07,Self,0,mast,Locale_Counseling:d_counseling_mast_07_8,False,,100,100,1.0,,,,,1,surprise,
d_counseling_mast_07_9,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_9,True,,100,100,1.0,,mast,,,1,angry,
d_counseling_mast_07_10,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_10,True,,100,100,1.0,,mast,,,1,angry,
d_counseling_mast_07_11,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_11,True,,100,100,1.0,,mast,d_counseling_mast_07_15,,1,angry,
d_counseling_mast_07_12,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_12,True,,10,100,1.0,,mast,,,1,delight,
d_counseling_mast_07_13,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_13,True,,100,100,1.0,,mast,,,1,idle,
d_counseling_mast_07_14,d_counseling_mast_07,Speech,0,mast,Locale_Counseling:d_counseling_mast_07_14,True,,100,100,1.0,,mast,d_counseling_mast_07_15,,1,idle,
d_counseling_mast_07_15,d_counseling_mast_07,Narration,0,mast,Locale_Counseling:d_counseling_mast_07_15,False,none,100,100,1.0,,,,,1,idle,mast
