id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_neon_blueocean_03_1,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_1,True,Beach_d,XS_10,XS_10,1.0,bgm_story_summermood,,,neon_s,1,worry,
d_counseling_neon_blueocean_03_2,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_2,True,,XS_10,XS_10,1.0,,,,,1,worry,
d_counseling_neon_blueocean_03_3,d_counseling_neon_blueocean_03,Choice,120,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_3,True,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_03_5,,,1,worry,
d_counseling_neon_blueocean_03_4,d_counseling_neon_blueocean_03,Choice,100,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_4,True,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_03_11,,,1,worry,
d_counseling_neon_blueocean_03_5,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_5,True,,XS_10,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_6,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_6,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_7,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_7,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_8,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_8,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_9,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_9,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_10,d_counseling_neon_blueocean_03,Self,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_10,True,,XS_100,XS_100,1.0,,d_counseling_neon_blueocean_03_15,,,1,idle,
d_counseling_neon_blueocean_03_11,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_11,True,,XS_10,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_12,d_counseling_neon_blueocean_03,Self,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_12,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_13,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_13,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_14,d_counseling_neon_blueocean_03,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_03_14,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_15,d_counseling_neon_blueocean_03,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_15,True,,XS_100,XS_100,1.0,,,Low_2,,1,shy,
d_counseling_neon_blueocean_03_16,d_counseling_neon_blueocean_03,Monologue,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_16,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_17,d_counseling_neon_blueocean_03,Self,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_17,True,,XS_100,XS_100,1.0,,,,,1,idle,
d_counseling_neon_blueocean_03_18,d_counseling_neon_blueocean_03,Monologue,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_03_18,True,none,XS_100,XS_100,1.0,,,,,1,idle,neon_s
