id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_filter_01,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mihara_bondingchain_20_1,d_counseling_mihara_bondingchain_20,Narration,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_20_1,False,CommanderRoom,black,black,1.0,bgm_areah,,,,mihara,1,idle,
d_counseling_mihara_bondingchain_20_2,d_counseling_mihara_bondingchain_20,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_20_2,True,,100,100,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_20_3,d_counseling_mihara_bondingchain_20,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_20_3,True,,100,100,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_20_4,d_counseling_mihara_bondingchain_20,Speech,0,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_20_4,True,,100,100,1.0,,mihara,Vignetting,,,1,idle,
d_counseling_mihara_bondingchain_20_5,d_counseling_mihara_bondingchain_20,Choice,120,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_20_5,False,,100,100,1.0,,,Vignetting,d_counseling_mihara_bondingchain_20_7,,1,idle,
d_counseling_mihara_bondingchain_20_6,d_counseling_mihara_bondingchain_20,Choice,100,mihara,Locale_Counseling:d_counseling_mihara_bondingchain_20_6,False,,100,100,1.0,,,Vignetting,d_counseling_mihara_bondingchain_20_10,,1,idle,
d_counseling_mihara_bondingchain_20_7,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_7,True,CityForest_01,100,10,1.5,,mihara_b,,,mihara_b,1,idle,mihara
d_counseling_mihara_bondingchain_20_8,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_8,True,,10,10,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_20_9,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_9,True,,10,10,1.0,,mihara_b,,d_counseling_mihara_bondingchain_20_13,,1,idle,
d_counseling_mihara_bondingchain_20_10,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_10,True,CityForest_01,100,10,1.5,,mihara_b,,,mihara_b,1,idle,mihara
d_counseling_mihara_bondingchain_20_11,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_11,True,,10,10,1.0,,mihara_b,,,,1,sad_01,
d_counseling_mihara_bondingchain_20_12,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_12,True,,10,10,1.0,,mihara_b,,d_counseling_mihara_bondingchain_20_13,,1,idle,
d_counseling_mihara_bondingchain_20_13,d_counseling_mihara_bondingchain_20,Speech,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_13,True,,10,10,1.0,,mihara_b,,,,1,idle,
d_counseling_mihara_bondingchain_20_14,d_counseling_mihara_bondingchain_20,Narration,0,mihara_b,Locale_Counseling:d_counseling_mihara_bondingchain_20_14,False,none,10,10,1.0,,,,,,1,idle,mihara_b
