id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_counseling_kilo_02_1,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_1,True,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,kilo,1,idle,,talos,13,idle,
d_counseling_kilo_02_2,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_2,True,,S_10,S_10,1.0,,,,1,idle,,,13,idle,
d_counseling_kilo_02_3,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_3,True,,S_10,S_10,1.0,,,,1,idle,,,13,idle,
d_counseling_kilo_02_4,d_counseling_kilo_02,Self,0,Self,,Locale_Counseling:d_counseling_kilo_02_4,False,,S_10,S_10,1.0,,,,1,idle,,,13,idle,
d_counseling_kilo_02_5,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_5,True,,S_10,S_10,1.0,,,,1,surprise,,,13,idle,
d_counseling_kilo_02_6,d_counseling_kilo_02,Choice,100,Choice,,Locale_Counseling:d_counseling_kilo_02_6,False,,S_10,S_10,1.0,,d_counseling_kilo_02_8,,1,surprise,,,13,idle,
d_counseling_kilo_02_7,d_counseling_kilo_02,Choice,120,Choice,,Locale_Counseling:d_counseling_kilo_02_7,False,,S_10,S_10,1.0,,d_counseling_kilo_02_12,,1,surprise,,,13,idle,
d_counseling_kilo_02_8,d_counseling_kilo_02,Speech,0,talos,talos,Locale_Counseling:d_counseling_kilo_02_8,True,,S_10,13,1.0,,,,1,surprise,,,13,idle,
d_counseling_kilo_02_9,d_counseling_kilo_02,Speech,0,talos,talos,Locale_Counseling:d_counseling_kilo_02_9,True,,13,13,1.0,,,,1,surprise,,,13,idle,
d_counseling_kilo_02_10,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_10,True,,13,S_100,1.0,,,,1,smile,,,13,idle,
d_counseling_kilo_02_11,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_11,True,,S_100,S_100,1.0,,d_counseling_kilo_02_17,,1,smile,,,13,idle,
d_counseling_kilo_02_12,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_12,True,,S_10,S_100,1.0,,,,1,idle,,,13,idle,
d_counseling_kilo_02_13,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_13,True,,S_100,S_100,1.0,,,,1,delight,,,13,idle,
d_counseling_kilo_02_14,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_14,True,,S_100,S_100,1.0,,,,1,delight,,,13,idle,
d_counseling_kilo_02_15,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_15,True,,S_100,S_100,1.0,,,,1,surprise,,,13,idle,
d_counseling_kilo_02_16,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_16,True,,S_100,S_100,1.0,,d_counseling_kilo_02_17,,1,surprise,,,13,idle,
d_counseling_kilo_02_17,d_counseling_kilo_02,Speech,0,kilo,kilo,Locale_Counseling:d_counseling_kilo_02_17,True,,S_100,S_100,1.0,,,,1,angry,,,13,idle,
d_counseling_kilo_02_18,d_counseling_kilo_02,Narration,0,Narration,,Locale_Counseling:d_counseling_kilo_02_18,False,none,S_100,S_100,1.0,,,,1,idle,kilo,,13,idle,talos
