id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_phantom_09_1,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_1,True,CommanderRoom,,,,,,L_10,L_10,0,,bgm_story_backtonormal,,None,None,,phantom,,1,no_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_2,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_2,True,,,,,,,L_10,L_10,0,,,,None,None,,,,1,no_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_3,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_3,True,,,,,,,L_10,L_10,0,,,,None,None,,,,1,no_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_4,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_4,True,,,,,,,L_10,L_10,0,,,,None,None,,,,1,surprise_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_5,d_counseling_phantom_09,,Choice,100,Choice,,Locale_Counseling:d_counseling_phantom_09_5,False,,,,,,,L_10,L_10,0,,,,None,None,d_counseling_phantom_09_7,,,1,surprise_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_6,d_counseling_phantom_09,,Choice,120,Choice,,Locale_Counseling:d_counseling_phantom_09_6,False,,,,,,,L_10,L_10,0,,,,None,None,d_counseling_phantom_09_11,,,1,surprise_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_7,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_7,True,,,,,,,L_10,L_100,0,,,,None,None,,,,1,no_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_8,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_8,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,no_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_9,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_9,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,no_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_10,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_10,True,,,,,,,L_100,L_100,0,,,,None,None,d_counseling_phantom_09_17,,,1,surprise_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_11,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_11,True,,,,,,,L_10,L_100,0,,,,None,None,,,,1,special_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_12,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_12,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,special_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_13,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_13,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,special_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_14,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_14,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,sad_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_15,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_15,True,,,,,,,L_100,L_100,0,,,,None,None,,,,1,sad_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_16,d_counseling_phantom_09,,Speech,0,phantom,phantom,Locale_Counseling:d_counseling_phantom_09_16,True,,,,,,,L_100,L_100,0,,,,None,None,d_counseling_phantom_09_17,,,1,sad_02,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_phantom_09_17,d_counseling_phantom_09,,Narration,0,Narration,,Locale_Counseling:d_counseling_phantom_09_17,False,none,,,,,,L_100,L_100,0,,,,None,None,,,phantom,1,idle_02,,,,,,,,,,,,,,,,,,,,False,,,,False
