id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_ludmilla_winterowner_05_1,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_1,True,HotSpringInnIn_d,10,10,1.0,bgm_story_backtonormal,,,ludmilla_w,1,think,
d_counseling_ludmilla_winterowner_05_2,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_2,True,,10,10,1.0,,,,,1,think,
d_counseling_ludmilla_winterowner_05_3,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_3,True,,10,10,1.0,,,,,1,think,
d_counseling_ludmilla_winterowner_05_4,d_counseling_ludmilla_winterowner_05,Choice,100,Choice,,Locale_Counseling:d_counseling_ludmilla_winterowner_05_4,False,,10,10,1.0,,d_counseling_ludmilla_winterowner_05_6,,,1,think,
d_counseling_ludmilla_winterowner_05_5,d_counseling_ludmilla_winterowner_05,Choice,120,Choice,,Locale_Counseling:d_counseling_ludmilla_winterowner_05_5,False,,10,10,1.0,,d_counseling_ludmilla_winterowner_05_10,,,1,think,
d_counseling_ludmilla_winterowner_05_6,d_counseling_ludmilla_winterowner_05,Speech,0,belorta,belorta,Locale_Counseling:d_counseling_ludmilla_winterowner_05_6,False,,10,100,1.0,,,Low_2,,1,surprise,
d_counseling_ludmilla_winterowner_05_7,d_counseling_ludmilla_winterowner_05,Speech,0,mica,mica,Locale_Counseling:d_counseling_ludmilla_winterowner_05_7,False,,100,100,1.0,,,Low_2,,1,surprise,
d_counseling_ludmilla_winterowner_05_8,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_8,False,,100,100,1.0,,,,,1,sad,
d_counseling_ludmilla_winterowner_05_9,d_counseling_ludmilla_winterowner_05,Self,0,Self,,Locale_Counseling:d_counseling_ludmilla_winterowner_05_9,False,,100,100,1.0,,d_counseling_ludmilla_winterowner_05_13,,,1,sad,
d_counseling_ludmilla_winterowner_05_10,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_10,True,,10,100,1.0,,,,,1,idle,
d_counseling_ludmilla_winterowner_05_11,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_11,True,,100,100,1.0,,,,,1,idle,
d_counseling_ludmilla_winterowner_05_12,d_counseling_ludmilla_winterowner_05,Speech,0,ludmilla_w,ludmilla_w,Locale_Counseling:d_counseling_ludmilla_winterowner_05_12,True,,100,100,1.0,,,,,1,idle,
d_counseling_ludmilla_winterowner_05_13,d_counseling_ludmilla_winterowner_05,Narration,0,Narration,,Locale_Counseling:d_counseling_ludmilla_winterowner_05_13,False,none,100,100,1.0,,,,,1,idle,ludmilla_w
