id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_trina_14_1,d_counseling_trina_14,Monologue,0,trina,Locale_Counseling:d_counseling_trina_14_1,False,CommanderRoom,L_10,L_10,1.0,bgm_story_backtonormal,,,trina,1,idle,
d_counseling_trina_14_2,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_2,True,,L_10,L_10,1.0,,trina,,,1,idle,
d_counseling_trina_14_3,d_counseling_trina_14,Self,0,trina,Locale_Counseling:d_counseling_trina_14_3,False,,L_10,L_10,1.0,,,,,1,idle,
d_counseling_trina_14_4,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_4,True,,L_10,L_10,1.0,,trina,,,1,delight,
d_counseling_trina_14_5,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_5,True,,L_10,L_10,1.0,,trina,,,1,delight,
d_counseling_trina_14_6,d_counseling_trina_14,Choice,120,trina,Locale_Counseling:d_counseling_trina_14_6,False,,L_10,L_10,1.0,,,d_counseling_trina_14_8,,1,delight,
d_counseling_trina_14_7,d_counseling_trina_14,Choice,100,trina,Locale_Counseling:d_counseling_trina_14_7,False,,L_10,L_10,1.0,,,d_counseling_trina_14_11,,1,delight,
d_counseling_trina_14_8,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_8,True,,L_10,L_100,1.0,,trina,,,1,delight,
d_counseling_trina_14_9,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_9,True,,L_100,L_100,1.0,,trina,,,1,delight,
d_counseling_trina_14_10,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_10,True,,L_100,L_100,1.0,,trina,d_counseling_trina_14_13,,1,delight,
d_counseling_trina_14_11,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_11,True,,L_10,L_100,1.0,,trina,,,1,delight,
d_counseling_trina_14_12,d_counseling_trina_14,Speech,0,trina,Locale_Counseling:d_counseling_trina_14_12,True,,L_100,L_100,1.0,,trina,d_counseling_trina_14_13,,1,delight,
d_counseling_trina_14_13,d_counseling_trina_14,Narration,0,trina,Locale_Counseling:d_counseling_trina_14_13,False,none,L_100,L_100,1.0,,,,,1,idle,trina
