id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_milk_14_1,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_1,True,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,milk,1,idle,
d_counseling_milk_14_2,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_2,True,,S_10,S_10,1.0,,,,1,idle,
d_counseling_milk_14_3,d_counseling_milk_14,Choice,120,milk,,Locale_Counseling:d_counseling_milk_14_3,False,,S_10,S_10,1.0,,d_counseling_milk_14_5,,1,idle,
d_counseling_milk_14_4,d_counseling_milk_14,Choice,100,milk,,Locale_Counseling:d_counseling_milk_14_4,False,,S_10,S_10,1.0,,d_counseling_milk_14_8,,1,idle,
d_counseling_milk_14_5,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_5,True,,S_10,S_100,1.0,,,,1,angry,
d_counseling_milk_14_6,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_6,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_milk_14_7,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_7,True,,S_100,S_100,1.0,,d_counseling_milk_14_11,,1,idle,
d_counseling_milk_14_8,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_8,True,,S_10,S_100,1.0,,,,1,angry,
d_counseling_milk_14_9,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_9,True,,S_100,S_100,1.0,,,,1,no,
d_counseling_milk_14_10,d_counseling_milk_14,Speech,0,milk,milk,Locale_Counseling:d_counseling_milk_14_10,True,,S_100,S_100,1.0,,,,1,no,
d_counseling_milk_14_11,d_counseling_milk_14,Narration,0,milk,,Locale_Counseling:d_counseling_milk_14_11,False,none,S_100,S_100,1.0,,,,1,idle,milk
