id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_clay_05_1,d_counseling_clay_05,Narration,0,clay,Locale_Counseling:d_counseling_clay_05_1,False,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,clay,1,no,
d_counseling_clay_05_2,d_counseling_clay_05,Self,0,clay,Locale_Counseling:d_counseling_clay_05_2,False,,10,10,1.0,,,,,1,no,
d_counseling_clay_05_3,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_3,True,,10,10,1.0,,clay,,,1,idle,
d_counseling_clay_05_4,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_4,True,,10,10,1.0,,clay,,,1,sad,
d_counseling_clay_05_5,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_5,True,,10,10,1.0,,clay,,,1,sad,
d_counseling_clay_05_6,d_counseling_clay_05,Choice,120,clay,Locale_Counseling:d_counseling_clay_05_6,False,,10,10,1.0,,,d_counseling_clay_05_8,,1,sad,
d_counseling_clay_05_7,d_counseling_clay_05,Choice,100,clay,Locale_Counseling:d_counseling_clay_05_7,False,,10,10,1.0,,,d_counseling_clay_05_11,,1,sad,
d_counseling_clay_05_8,d_counseling_clay_05,Self,0,clay,Locale_Counseling:d_counseling_clay_05_8,False,,10,10,1.0,,,,,1,sad,
d_counseling_clay_05_9,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_9,True,,10,100,1.0,,clay,,,1,surprise,
d_counseling_clay_05_10,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_10,True,,100,100,1.0,,clay,d_counseling_clay_05_13,,1,idle,
d_counseling_clay_05_11,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_11,True,,10,100,1.0,,clay,,,1,sad,
d_counseling_clay_05_12,d_counseling_clay_05,Speech,0,clay,Locale_Counseling:d_counseling_clay_05_12,True,,100,100,1.0,,clay,d_counseling_clay_05_13,,1,sad,
d_counseling_clay_05_13,d_counseling_clay_05,Narration,0,clay,Locale_Counseling:d_counseling_clay_05_13,False,none,100,100,1.0,,,,,1,idle,clay
