id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mori_06_1,d_counseling_mori_06,Speech,0,mori,tvvoice,Locale_Counseling:d_counseling_mori_06_1,False,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,,mori,1,special,
d_counseling_mori_06_2,d_counseling_mori_06,Speech,0,mori,tvvoice,Locale_Counseling:d_counseling_mori_06_2,False,,S_10,S_10,1.0,,,,,1,special,
d_counseling_mori_06_3,d_counseling_mori_06,Speech,0,mori,tvvoice,Locale_Counseling:d_counseling_mori_06_3,False,,S_10,S_10,1.0,,,,,1,special,
d_counseling_mori_06_4,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_4,False,,S_10,S_100,1.0,,,,,1,special,
d_counseling_mori_06_5,d_counseling_mori_06,Narration,0,mori,,Locale_Counseling:d_counseling_mori_06_5,False,,S_100,S_100,1.0,,,,,1,special,
d_counseling_mori_06_6,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_6,True,,S_100,S_100,1.0,,,,,1,special,
d_counseling_mori_06_7,d_counseling_mori_06,Choice,100,mori,,Locale_Counseling:d_counseling_mori_06_7,False,,S_100,S_100,1.0,,d_counseling_mori_06_9,,,1,special,
d_counseling_mori_06_8,d_counseling_mori_06,Choice,120,mori,,Locale_Counseling:d_counseling_mori_06_8,False,,S_100,S_100,1.0,,d_counseling_mori_06_12,,,1,special,
d_counseling_mori_06_9,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_9,True,,S_100,S_10,1.0,,,,,1,think,
d_counseling_mori_06_10,d_counseling_mori_06,Narration,0,mori,,Locale_Counseling:d_counseling_mori_06_10,False,,S_10,S_10,1.0,,,sfx_scn_hungry,,1,think,
d_counseling_mori_06_11,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_11,True,,S_10,S_10,1.0,,d_counseling_mori_06_16,,,1,think,
d_counseling_mori_06_12,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_12,True,,S_100,S_10,1.0,,,,,1,think,
d_counseling_mori_06_13,d_counseling_mori_06,Self,0,mori,,Locale_Counseling:d_counseling_mori_06_13,False,,S_10,S_10,1.0,,,,,1,think,
d_counseling_mori_06_14,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_14,True,,S_10,S_10,1.0,,,,,1,surprise,
d_counseling_mori_06_15,d_counseling_mori_06,Speech,0,mori,mori,Locale_Counseling:d_counseling_mori_06_15,True,,S_10,S_10,1.0,,d_counseling_mori_06_16,,,1,surprise,
d_counseling_mori_06_16,d_counseling_mori_06,Narration,0,mori,,Locale_Counseling:d_counseling_mori_06_16,False,none,S_10,S_10,1.0,,,,,1,idle,mori
