id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_snowwhite_young_19_1,d_counseling_snowwhite_young_19,Narration,0,snowwhite,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_1,False,black,L_10,L_10,1.0,event_bgm_redash_alldownhill,,,,snowwhite,1,pain,
d_counseling_snowwhite_young_19_2,d_counseling_snowwhite_young_19,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_2,False,BattleShipBridge,L_10,S_10,1.0,,,,,snowwhite_o,1,shy,snowwhite
d_counseling_snowwhite_young_19_3,d_counseling_snowwhite_young_19,Choice,120,snowwhite_o,,Locale_Counseling:d_counseling_snowwhite_young_19_3,False,,S_10,S_10,1.0,,d_counseling_snowwhite_young_19_5,,,,1,shy,
d_counseling_snowwhite_young_19_4,d_counseling_snowwhite_young_19,Choice,100,snowwhite_o,,Locale_Counseling:d_counseling_snowwhite_young_19_4,False,,S_10,S_10,1.0,,d_counseling_snowwhite_young_19_12,,,,1,shy,
d_counseling_snowwhite_young_19_5,d_counseling_snowwhite_young_19,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_5,False,,S_10,S_100,1.0,,,sfx_scn_poke,,,1,shy,
d_counseling_snowwhite_young_19_6,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_6,True,,S_100,S_100,1.0,,,,,,1,shy,
d_counseling_snowwhite_young_19_7,d_counseling_snowwhite_young_19,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_7,False,,S_100,S_100,1.0,,,sfx_scn_poke2,,,1,shy,
d_counseling_snowwhite_young_19_8,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_8,True,,S_100,S_100,1.0,,,,,,1,shy,
d_counseling_snowwhite_young_19_9,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_9,True,,S_100,S_100,1.0,,,,,,1,surprise,
d_counseling_snowwhite_young_19_10,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_10,True,,S_100,S_100,1.0,,,,,,1,idle,
d_counseling_snowwhite_young_19_11,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_11,True,,S_100,S_100,1.0,,d_counseling_snowwhite_young_19_19,,,,1,idle,
d_counseling_snowwhite_young_19_12,d_counseling_snowwhite_young_19,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_12,False,,S_10,S_100,1.0,,,,,,1,shy,
d_counseling_snowwhite_young_19_13,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_13,True,,S_100,S_100,1.0,,,,,,1,sad,
d_counseling_snowwhite_young_19_14,d_counseling_snowwhite_young_19,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_14,False,,S_100,S_100,1.0,,,,,,1,sad,
d_counseling_snowwhite_young_19_15,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_15,True,,S_100,S_100,1.0,,,,Low_2,,1,surprise,
d_counseling_snowwhite_young_19_16,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_16,True,,S_100,S_100,1.0,,,,,,1,idle,
d_counseling_snowwhite_young_19_17,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_17,True,,S_100,S_100,1.0,,,,,,1,idle,
d_counseling_snowwhite_young_19_18,d_counseling_snowwhite_young_19,Speech,0,snowwhite_o,snowwhite_o,Locale_Counseling:d_counseling_snowwhite_young_19_18,True,,S_100,S_100,1.0,,d_counseling_snowwhite_young_19_19,,,,1,idle,
d_counseling_snowwhite_young_19_19,d_counseling_snowwhite_young_19,Narration,0,snowwhite_o,Narration,Locale_Counseling:d_counseling_snowwhite_young_19_19,False,none,S_100,S_100,1.0,,,,,,1,idle,snowwhite_o
