id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mana_03_1,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,mana,1,idle,
d_counseling_mana_03_2,d_counseling_mana_03,Narration,0,mana,,Locale_Counseling:d_counseling_mana_03_2,False,,10,10,1.0,,sfx_scn_phonevibration,,,1,idle,
d_counseling_mana_03_3,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_3,True,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_4,d_counseling_mana_03,Self,0,mana,,Locale_Counseling:d_counseling_mana_03_4,False,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_5,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_5,True,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_6,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_6,True,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_7,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_7,False,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_8,d_counseling_mana_03,Monologue,0,mana,,Locale_Counseling:d_counseling_mana_03_8,False,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_9,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_9,True,,10,10,1.0,,,,,1,idle,
d_counseling_mana_03_10,d_counseling_mana_03,Choice,100,mana,,Locale_Counseling:d_counseling_mana_03_10,False,,10,10,1.0,,,d_counseling_mana_03_12,,1,idle,
d_counseling_mana_03_11,d_counseling_mana_03,Choice,120,mana,,Locale_Counseling:d_counseling_mana_03_11,False,,10,10,1.0,,,d_counseling_mana_03_15,,1,idle,
d_counseling_mana_03_12,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_12,True,,10,100,1.0,,,,,1,idle,
d_counseling_mana_03_13,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_13,True,,100,100,1.0,,,,,1,idle,
d_counseling_mana_03_14,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_14,True,,100,100,1.0,,,d_counseling_mana_03_19,,1,idle,
d_counseling_mana_03_15,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_15,True,,10,100,1.0,,,,,1,idle,
d_counseling_mana_03_16,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_16,False,,100,100,1.0,,,,,1,idle,
d_counseling_mana_03_17,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_17,True,,100,100,1.0,,,,,1,idle,
d_counseling_mana_03_18,d_counseling_mana_03,Speech,0,mana,mana,Locale_Counseling:d_counseling_mana_03_18,True,,100,100,1.0,,,d_counseling_mana_03_19,,1,idle,
d_counseling_mana_03_19,d_counseling_mana_03,Narration,0,mana,,Locale_Counseling:d_counseling_mana_03_19,False,none,100,100,1.0,,,,,1,idle,mana
