id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_ade_14_1,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_1,True,CommanderRoom,,,,,,10,10,0,,bgm_story_backtonormal,,None,None,,ade,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_2,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_2,True,,,,,,,10,10,0,,,,None,None,,,,1,worried,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_3,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_3,True,,,,,,,10,10,0,,,,None,None,,,,1,worried,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_4,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_4,True,,,,,,,10,10,0,,,,None,None,,,,1,worried,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_5,d_counseling_ade_14,,Choice,100,Choice,,Locale_Counseling:d_counseling_ade_14_5,False,,,,,,,10,10,0,,,,None,None,d_counseling_ade_14_7,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_6,d_counseling_ade_14,,Choice,120,Choice,,Locale_Counseling:d_counseling_ade_14_6,False,,,,,,,10,10,0,,,,None,None,d_counseling_ade_14_10,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_7,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_7,True,,,,,,,10,100,0,,,,None,None,,,,1,worried,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_8,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_8,True,,,,,,,100,100,0,,,,None,None,,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_9,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_9,True,,,,,,,100,100,0,,,,None,None,d_counseling_ade_14_13,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_10,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_10,True,,,,,,,10,100,0,,,,None,None,,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_11,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_11,True,,,,,,,100,100,0,,,,None,None,,,,1,shy,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_12,d_counseling_ade_14,,Speech,0,ade,ade,Locale_Counseling:d_counseling_ade_14_12,True,,,,,,,100,100,0,,,,None,None,d_counseling_ade_14_13,,,1,shy,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_ade_14_13,d_counseling_ade_14,,Narration,0,Narration,,Locale_Counseling:d_counseling_ade_14_13,False,none,,,,,,100,100,0,,,,None,None,,,ade,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
