id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_ether_18_1,d_counseling_ether_18,Narration,0,ether,Locale_Counseling:d_counseling_ether_18_1,False,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,,ether,1,idle,
d_counseling_ether_18_2,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_2,True,,XS_10,XS_10,1.0,,ether,,,1,sad,
d_counseling_ether_18_3,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_3,True,,XS_10,XS_10,1.0,,ether,,,1,sad,
d_counseling_ether_18_4,d_counseling_ether_18,Choice,120,ether,Locale_Counseling:d_counseling_ether_18_4,False,,XS_10,XS_10,1.0,,,d_counseling_ether_18_6,,1,sad,
d_counseling_ether_18_5,d_counseling_ether_18,Choice,100,ether,Locale_Counseling:d_counseling_ether_18_5,False,,XS_10,XS_10,1.0,,,d_counseling_ether_18_10,,1,sad,
d_counseling_ether_18_6,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_6,False,,XS_10,XS_100,1.0,,ether,,,1,idle,
d_counseling_ether_18_7,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_7,True,,XS_100,XS_100,1.0,,ether,,,1,idle,
d_counseling_ether_18_8,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_8,True,,XS_100,XS_100,1.0,,ether,,,1,delight,
d_counseling_ether_18_9,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_9,True,,XS_100,XS_100,1.0,,ether,d_counseling_ether_18_14,,1,delight,
d_counseling_ether_18_10,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_10,True,,XS_10,XS_100,1.0,,ether,,,1,idle,
d_counseling_ether_18_11,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_11,True,,XS_100,XS_100,1.0,,ether,,,1,idle,
d_counseling_ether_18_12,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_12,True,,XS_100,XS_100,1.0,,ether,,,1,delight,
d_counseling_ether_18_13,d_counseling_ether_18,Speech,0,ether,Locale_Counseling:d_counseling_ether_18_13,True,,XS_100,XS_100,1.0,,ether,,,1,delight,
d_counseling_ether_18_14,d_counseling_ether_18,Narration,0,ether,Locale_Counseling:d_counseling_ether_18_14,False,none,XS_100,XS_100,1.0,,,,,1,delight,ether
