id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_helm_aquamarine_07_1,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_1,True,Beach_n,10,10,1.0,bgm_story_summermood,,,helm_s,1,think,
d_counseling_helm_aquamarine_07_2,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_2,True,,10,10,1.0,,,,,1,think,
d_counseling_helm_aquamarine_07_3,d_counseling_helm_aquamarine_07,Choice,120,helm_s,,Locale_Counseling:d_counseling_helm_aquamarine_07_3,False,,10,10,1.0,,d_counseling_helm_aquamarine_07_5,,,1,think,
d_counseling_helm_aquamarine_07_4,d_counseling_helm_aquamarine_07,Choice,100,helm_s,,Locale_Counseling:d_counseling_helm_aquamarine_07_4,False,,10,10,1.0,,d_counseling_helm_aquamarine_07_9,,,1,think,
d_counseling_helm_aquamarine_07_5,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_5,True,,10,100,1.0,,,,,1,delight,
d_counseling_helm_aquamarine_07_6,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_6,False,,100,100,1.0,,,,,1,surprise,
d_counseling_helm_aquamarine_07_7,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_7,True,,100,100,1.0,,,,,1,delight,
d_counseling_helm_aquamarine_07_8,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_8,True,,100,100,1.0,,d_counseling_helm_aquamarine_07_11,,,1,delight,
d_counseling_helm_aquamarine_07_9,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_9,True,,10,100,1.0,,,,,1,idle,
d_counseling_helm_aquamarine_07_10,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_10,True,,100,100,1.0,,,,,1,idle,
d_counseling_helm_aquamarine_07_11,d_counseling_helm_aquamarine_07,Narration,0,helm_s,Narration,Locale_Counseling:d_counseling_helm_aquamarine_07_11,False,,black,black,1.0,,,,,1,idle,
d_counseling_helm_aquamarine_07_12,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_12,True,,100,100,1.0,,,Low_2,,1,special,
d_counseling_helm_aquamarine_07_13,d_counseling_helm_aquamarine_07,Monologue,0,helm_s,Monologue,Locale_Counseling:d_counseling_helm_aquamarine_07_13,False,,black,black,1.0,,,,,1,special,
d_counseling_helm_aquamarine_07_14,d_counseling_helm_aquamarine_07,Speech,0,helm_s,helm_s,Locale_Counseling:d_counseling_helm_aquamarine_07_14,True,,100,100,1.0,,,,,1,shy,
d_counseling_helm_aquamarine_07_15,d_counseling_helm_aquamarine_07,Narration,0,helm_s,Narration,Locale_Counseling:d_counseling_helm_aquamarine_07_15,False,none,100,100,1.0,,,,,1,idle,helm_s
